human_gene_name,nmr_gene_acc,orthology_type,perc_id,nmr_gene_name,chromosome,biotype,description,species
GPD1L,ENSHGLG00000046132,ortholog_one2one,96.2963,GPD1L,9,protein_coding,glycerol-3-phosphate dehydrogenase 1 like [Source:HGNC Symbol;Acc:HGNC:28956],naked_mole_rat
GOLGA7B,ENSHGLG00000038015,ortholog_one2one,64.6226,,OX090908.1,protein_coding,golgin A7 family member B [Source:HGNC Symbol;Acc:HGNC:31668],naked_mole_rat
LZTS2,ENSHGLG00000039393,ortholog_one2one,88.7879,LZTS2,13,protein_coding,leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381],naked_mole_rat
FNDC7,ENSHGLG00000017720,ortholog_one2one,86.9031,FNDC7,19,protein_coding,fibronectin type III domain containing 7 [Source:UniProtKB Gene Name;Acc:A0A0P6K665],naked_mole_rat
MTREX,ENSHGLG00000019445,ortholog_one2one,98.1713,MTREX,16,protein_coding,Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734],naked_mole_rat
USP31,ENSHGLG00000011700,ortholog_one2one,93.6296,,23,protein_coding,,naked_mole_rat
UBQLN4,ENSHGLG00000003684,ortholog_one2one,89.0966,UBQLN4,19,protein_coding,ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237],naked_mole_rat
KNOP1,ENSHGLG00000049260,ortholog_one2one,68.0272,KNOP1,23,protein_coding,lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404],naked_mole_rat
DAZAP1,ENSHGLG00000017518,ortholog_one2one,98.7715,DAZAP1,29,protein_coding,DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683],naked_mole_rat
ATOSB,ENSHGLG00000002143,ortholog_one2one,88.6538,ATOSB,12,protein_coding,atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666],naked_mole_rat
ULK4,ENSHGLG00000013251,ortholog_one2one,69.8611,ULK4,8,protein_coding,unc-51 like kinase 4 [Source:UniProtKB Gene Name;Acc:A0A0P6K3X6],naked_mole_rat
NRBF2,ENSHGLG00000006705,ortholog_one2one,69.4704,NRBF2,13,protein_coding,nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692],naked_mole_rat
MLIP,ENSHGLG00000001624,ortholog_one2one,66.1714,MLIP,1,protein_coding,muscular LMNA interacting protein [Source:HGNC Symbol;Acc:HGNC:21355],naked_mole_rat
RAD54L,ENSHGLG00000037597,ortholog_one2one,87.191,,6,protein_coding,,naked_mole_rat
LDHD,ENSHGLG00000016453,ortholog_one2one,83.8843,LDHD,7,protein_coding,lactate dehydrogenase D [Source:UniProtKB Gene Name;Acc:A0A0N8EUS0],naked_mole_rat
PARD3,ENSHGLG00000007597,ortholog_one2one,90.9563,PARD3,28,protein_coding,par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051],naked_mole_rat
IDUA,ENSHGLG00000004944,ortholog_one2one,84.1369,IDUA,OX090908.1,protein_coding,alpha-L-iduronidase [Source:HGNC Symbol;Acc:HGNC:5391],naked_mole_rat
MASP1,ENSHGLG00000013470,ortholog_one2one,89.2517,MASP1,8,protein_coding,MBL associated serine protease 1 [Source:HGNC Symbol;Acc:HGNC:6901],naked_mole_rat
CSF3,ENSHGLG00000010075,ortholog_one2one,66.3415,CSF3,20,protein_coding,colony stimulating factor 3 [Source:UniProtKB Gene Name;Acc:G5BRY2],naked_mole_rat
FOXL1,ENSHGLG00000045041,ortholog_one2one,79.4798,FOXL1,7,protein_coding,forkhead box L1 [Source:HGNC Symbol;Acc:HGNC:3817],naked_mole_rat
CETP,ENSHGLG00000038197,ortholog_one2one,76.1194,CETP,7,protein_coding,cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869],naked_mole_rat
BTN2A2,ENSHGLG00000040861,ortholog_one2one,70.1299,,9,protein_coding,,naked_mole_rat
EXOC7,ENSHGLG00000012895,ortholog_one2one,93.4936,EXOC7,20,protein_coding,exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214],naked_mole_rat
SLC25A25,ENSHGLG00000016751,ortholog_one2one,79.1128,SLC25A25,12,protein_coding,solute carrier family 25 member 25 [Source:UniProtKB Gene Name;Acc:A0A0P6J2F8],naked_mole_rat
MARCKSL1,ENSHGLG00000014902,ortholog_one2one,93.5,MARCKSL1,7,protein_coding,MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142],naked_mole_rat
MGARP,ENSHGLG00000037172,ortholog_one2one,62.9412,,3,protein_coding,,naked_mole_rat
MEAF6,ENSHGLG00000013675,ortholog_one2one,84.507,MEAF6,7,protein_coding,MYST/Esa1 associated factor 6 [Source:UniProtKB Gene Name;Acc:A0A0P6J872],naked_mole_rat
SUCLG2,ENSHGLG00000006925,ortholog_one2one,93.75,SUCLG2,9,protein_coding,succinate-CoA ligase GDP-forming subunit beta [Source:UniProtKB Gene Name;Acc:A0A0P6K1Z4],naked_mole_rat
MYADM,ENSHGLG00000045313,ortholog_one2one,69.2042,MYADM,29,protein_coding,myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544],naked_mole_rat
TCEANC2,ENSHGLG00000046573,ortholog_one2one,65.0376,TCEANC2,7,protein_coding,transcription elongation factor A N-terminal and central domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26494],naked_mole_rat
FEZF2,ENSHGLG00000011569,ortholog_one2one,94.1964,FEZF2,9,protein_coding,FEZ family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13506],naked_mole_rat
TUT7,ENSHGLG00000018427,ortholog_one2one,80.5152,,OX090908.1,protein_coding,,naked_mole_rat
GPN2,ENSHGLG00000012257,ortholog_one2one,96.129,GPN2,7,protein_coding,GPN-loop GTPase 2 [Source:UniProtKB Gene Name;Acc:G5AUS3],naked_mole_rat
UQCR11,ENSHGLG00000042586,ortholog_one2one,87.5,UQCR11,29,protein_coding,"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:UniProtKB Gene Name;Acc:G5BW53]",naked_mole_rat
SETD2,ENSHGLG00000037596,ortholog_one2one,89.0661,SETD2,8,protein_coding,"SET domain containing 2, histone lysine methyltransferase [Source:UniProtKB Gene Name;Acc:A0A0P6IYQ4]",naked_mole_rat
RPS8,ENSHGLG00000000416,ortholog_one2one,98.5577,RPS8,7,protein_coding,ribosomal protein S8 [Source:UniProtKB Gene Name;Acc:G5ARV4],naked_mole_rat
CHST8,ENSHGLG00000008720,ortholog_one2one,80.2299,CHST8,28,protein_coding,carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993],naked_mole_rat
SLC26A1,ENSHGLG00000049843,ortholog_one2one,80.2878,SLC26A1,OX090908.1,protein_coding,solute carrier family 26 member 1 [Source:HGNC Symbol;Acc:HGNC:10993],naked_mole_rat
TTC9B,ENSHGLG00000003628,ortholog_one2one,91.9831,TTC9B,28,protein_coding,tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:HGNC:26395],naked_mole_rat
ZNF568,ENSHGLG00000040178,ortholog_one2one,64.1189,,10,protein_coding,,naked_mole_rat
WWC2,ENSHGLG00000018666,ortholog_one2one,91.5622,WWC2,6,protein_coding,WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148],naked_mole_rat
CDC23,ENSHGLG00000015847,ortholog_one2one,97.99,CDC23,6,protein_coding,cell division cycle 23 [Source:UniProtKB Gene Name;Acc:G5BA40],naked_mole_rat
COQ3,ENSHGLG00000045065,ortholog_one2one,72.0102,COQ3,1,protein_coding,"coenzyme Q3, methyltransferase [Source:UniProtKB Gene Name;Acc:A0A0P6J9I2]",naked_mole_rat
CFAP263,ENSHGLG00000016049,ortholog_one2one,77.4536,CFAP263,7,protein_coding,cilia and flagella associated protein 263 [Source:HGNC Symbol;Acc:HGNC:25002],naked_mole_rat
PPIL6,ENSHGLG00000043482,ortholog_one2one,79.7428,PPIL6,1,protein_coding,peptidylprolyl isomerase like 6 [Source:UniProtKB Gene Name;Acc:A0A0P6JBM1],naked_mole_rat
EPS8L1,ENSHGLG00000009349,ortholog_one2one,79.0865,,29,protein_coding,,naked_mole_rat
RABEPK,ENSHGLG00000010878,ortholog_one2one,78.5714,RABEPK,12,protein_coding,Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896],naked_mole_rat
PLPP1,ENSHGLG00000019302,ortholog_one2one,65.5977,PPAP2A,16,protein_coding,phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228],naked_mole_rat
PCBP4,ENSHGLG00000012018,ortholog_one2one,97.7667,PCBP4,8,protein_coding,poly(rC) binding protein 4 [Source:UniProtKB Gene Name;Acc:A0A0P6JLX2],naked_mole_rat
NSUN5,ENSHGLG00000018321,ortholog_one2one,81.2227,,1,protein_coding,,naked_mole_rat
RNF14,ENSHGLG00000004111,ortholog_one2one,93.7902,RNF14,6,protein_coding,ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058],naked_mole_rat
ETV3L,ENSHGLG00000009376,ortholog_one2one,81.9005,ETV3L,19,protein_coding,ETS variant transcription factor 3 like [Source:HGNC Symbol;Acc:HGNC:33834],naked_mole_rat
ARRB1,ENSHGLG00000015558,ortholog_one2one,89.1111,ARRB1,5,protein_coding,arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711],naked_mole_rat
PARD6A,ENSHGLG00000035759,ortholog_one2one,94.5245,PARD6A,7,protein_coding,par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943],naked_mole_rat
TFB1M,ENSHGLG00000002028,ortholog_one2one,66.0907,TFB1M,1,protein_coding,"transcription factor B1, mitochondrial [Source:UniProtKB Gene Name;Acc:A0A0P6K794]",naked_mole_rat
UAP1L1,ENSHGLG00000014350,ortholog_one2one,75.4386,UAP1L1,12,protein_coding,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082],naked_mole_rat
RNGTT,ENSHGLG00000001236,ortholog_one2one,96.6499,RNGTT,1,protein_coding,RNA guanylyltransferase and 5'-phosphatase [Source:UniProtKB Gene Name;Acc:G5AZL9],naked_mole_rat
TMEM209,ENSHGLG00000007175,ortholog_one2one,92.4007,TMEM209,14,protein_coding,transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898],naked_mole_rat
CLOCK,ENSHGLG00000016989,ortholog_one2one,93.7716,CLOCK,10,protein_coding,clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082],naked_mole_rat
NEK6,ENSHGLG00000013776,ortholog_one2one,86.087,NEK6,12,protein_coding,NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749],naked_mole_rat
CEP89,ENSHGLG00000015749,ortholog_one2one,73.913,CEP89,28,protein_coding,centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907],naked_mole_rat
RNF25,ENSHGLG00000007383,ortholog_one2one,85.0972,RNF25,25,protein_coding,ring finger protein 25 [Source:UniProtKB Gene Name;Acc:A0A0P6J7P6],naked_mole_rat
PON2,ENSHGLG00000044448,ortholog_one2one,91.5254,PON2,14,protein_coding,paraoxonase 2 [Source:UniProtKB Gene Name;Acc:G5AJS7],naked_mole_rat
ZMYM4,ENSHGLG00000014478,ortholog_one2one,96.3202,,7,protein_coding,,naked_mole_rat
RRP36,ENSHGLG00000044547,ortholog_one2one,80.1556,RRP36,13,protein_coding,ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374],naked_mole_rat
RPL10A,ENSHGLG00000012269,ortholog_one2one,74.0484,RPL10A,13,protein_coding,ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299],naked_mole_rat
PHLDB3,ENSHGLG00000006219,ortholog_one2one,77.916,PHLDB3,29,protein_coding,pleckstrin homology like domain family B member 3 [Source:UniProtKB Gene Name;Acc:A0A0P6JE59],naked_mole_rat
DAAM2,ENSHGLG00000017172,ortholog_one2one,93.7848,DAAM2,13,protein_coding,dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143],naked_mole_rat
PTGER4,ENSHGLG00000002903,ortholog_one2one,89.7331,PTGER4,16,protein_coding,prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596],naked_mole_rat
NFIC,ENSHGLG00000005850,ortholog_one2one,71.7584,,29,protein_coding,,naked_mole_rat
APAF1,ENSHGLG00000007198,ortholog_one2one,89.8237,APAF1,17,protein_coding,apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576],naked_mole_rat
SLC1A3,ENSHGLG00000011585,ortholog_one2one,97.417,SLC1A3,16,protein_coding,solute carrier family 1 member 3 [Source:UniProtKB Gene Name;Acc:A0A0P6J8Q5],naked_mole_rat
FBXO11,ENSHGLG00000014524,ortholog_one2one,97.5427,FBXO11,4,protein_coding,F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590],naked_mole_rat
GSN,ENSHGLG00000011340,ortholog_one2one,84.9689,GSN,12,protein_coding,gelsolin [Source:HGNC Symbol;Acc:HGNC:4620],naked_mole_rat
UCP2,ENSHGLG00000003606,ortholog_one2one,96.7638,UCP2,5,protein_coding,uncoupling protein 2 [Source:UniProtKB Gene Name;Acc:G5AS97],naked_mole_rat
KPNB1,ENSHGLG00000014138,ortholog_one2one,99.2009,KPNB1,20,protein_coding,karyopherin subunit beta 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JG28],naked_mole_rat
OLFML3,ENSHGLG00000009717,ortholog_one2one,95.0739,OLFML3,19,protein_coding,olfactomedin like 3 [Source:UniProtKB Gene Name;Acc:A0A0P6J2A0],naked_mole_rat
FNBP1L,ENSHGLG00000033036,ortholog_one2one,98.843,FNBP1L,19,protein_coding,formin binding protein 1 like [Source:UniProtKB Gene Name;Acc:A0A0P6J9G2],naked_mole_rat
ZNF425,ENSHGLG00000005928,ortholog_one2one,66.0248,ZNF425,22,protein_coding,zinc finger protein 425 [Source:HGNC Symbol;Acc:HGNC:20690],naked_mole_rat
VPS41,ENSHGLG00000017533,ortholog_one2one,96.483,VPS41,1,protein_coding,VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713],naked_mole_rat
SLC39A3,ENSHGLG00000033652,ortholog_one2one,63.029,SLC39A3,29,protein_coding,solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128],naked_mole_rat
CNIH4,ENSHGLG00000002779,ortholog_one2one,88.1944,CNIH4,24,protein_coding,cornichon family member 4 [Source:UniProtKB Gene Name;Acc:A0A0P6J7W5],naked_mole_rat
CCDC61,ENSHGLG00000016189,ortholog_one2one,81.9672,CCDC61,29,protein_coding,coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:HGNC:33629],naked_mole_rat
DENND2B,ENSHGLG00000014957,ortholog_one2one,98.0474,DENND2B,5,protein_coding,DENN domain containing 2B [Source:HGNC Symbol;Acc:HGNC:11350],naked_mole_rat
EIF2B4,ENSHGLG00000009335,ortholog_one2one,85.3211,EIF2B4,4,protein_coding,eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260],naked_mole_rat
PSMB4,ENSHGLG00000011939,ortholog_one2one,92.0152,PSMB4,19,protein_coding,proteasome 20S subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541],naked_mole_rat
ZDHHC7,ENSHGLG00000010557,ortholog_one2one,92.5325,ZDHHC7,7,protein_coding,zinc finger DHHC-type palmitoyltransferase 7 [Source:UniProtKB Gene Name;Acc:A0A0N8EUH2],naked_mole_rat
PPCS,ENSHGLG00000001315,ortholog_one2one,82.5581,PPCS,7,protein_coding,phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686],naked_mole_rat
MMACHC,ENSHGLG00000037299,ortholog_one2one,86.0215,MMACHC,7,protein_coding,metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525],naked_mole_rat
NUDT12,ENSHGLG00000040400,ortholog_one2one,90.4762,NUDT12,6,protein_coding,nudix hydrolase 12 [Source:UniProtKB Gene Name;Acc:G5B9C4],naked_mole_rat
PPP4C,ENSHGLG00000010803,ortholog_one2one,100.0,PPP4C,23,protein_coding,protein phosphatase 4 catalytic subunit [Source:UniProtKB Gene Name;Acc:A0A0P6J9H0],naked_mole_rat
NVL,ENSHGLG00000002288,ortholog_one2one,85.4589,NVL,24,protein_coding,nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070],naked_mole_rat
TRIM65,ENSHGLG00000035048,ortholog_one2one,71.4922,TRIM65,20,protein_coding,tripartite motif containing 65 [Source:HGNC Symbol;Acc:HGNC:27316],naked_mole_rat
NME5,ENSHGLG00000005125,ortholog_one2one,90.1869,NME5,6,protein_coding,NME/NM23 family member 5 [Source:UniProtKB Gene Name;Acc:A0A0P6K6Z6],naked_mole_rat
CCDC43,ENSHGLG00000010178,ortholog_one2one,88.3929,CCDC43,20,protein_coding,coiled-coil domain containing 43 [Source:UniProtKB Gene Name;Acc:A0A0P6J3R8],naked_mole_rat
KLHL5,ENSHGLG00000011555,ortholog_one2one,78.4615,,4,protein_coding,,naked_mole_rat
NT5C3B,ENSHGLG00000015568,ortholog_one2one,60.5714,NT5C3B,20,protein_coding,"5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]",naked_mole_rat
PAICS,ENSHGLG00000016700,ortholog_one2one,81.5842,PAICS,10,protein_coding,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587],naked_mole_rat
MOCS1,ENSHGLG00000017153,ortholog_one2one,83.4906,MOCS1,13,protein_coding,molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:HGNC:7190],naked_mole_rat
RPS14,ENSHGLG00000004211,ortholog_one2one,79.7546,RPS14,6,protein_coding,ribosomal protein S14 [Source:UniProtKB Gene Name;Acc:A0A0N8ESF7],naked_mole_rat
LIN7B,ENSHGLG00000005712,ortholog_one2one,82.5532,LIN7B,29,protein_coding,"lin-7 homolog B, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17788]",naked_mole_rat
HNRNPA2B1,ENSHGLG00000010704,ortholog_one2one,85.8491,,25,protein_coding,,naked_mole_rat
SMPD3,ENSHGLG00000014505,ortholog_one2one,84.7482,SMPD3,7,protein_coding,sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240],naked_mole_rat
PSMA5,ENSHGLG00000044451,ortholog_one2one,100.0,PSMA5,19,protein_coding,proteasome 20S subunit alpha 5 [Source:UniProtKB Gene Name;Acc:G5BQW4],naked_mole_rat
GYS1,ENSHGLG00000007154,ortholog_one2one,94.5983,GYS1,29,protein_coding,glycogen synthase 1 [Source:HGNC Symbol;Acc:HGNC:4706],naked_mole_rat
PI4K2B,ENSHGLG00000005194,ortholog_one2one,85.0,PI4K2B,10,protein_coding,phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215],naked_mole_rat
RING1,ENSHGLG00000019474,ortholog_one2one,98.25,RING1,13,protein_coding,ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018],naked_mole_rat
NPNT,ENSHGLG00000001987,ortholog_one2one,61.3843,NPNT,27,protein_coding,nephronectin [Source:HGNC Symbol;Acc:HGNC:27405],naked_mole_rat
HTR1E,ENSHGLG00000001528,ortholog_one2one,93.1507,HTR1E,1,protein_coding,5-hydroxytryptamine receptor 1E [Source:UniProtKB Gene Name;Acc:G5B6Z9],naked_mole_rat
CXXC5,ENSHGLG00000007092,ortholog_one2one,75.5319,CXXC5,6,protein_coding,CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943],naked_mole_rat
SKIC2,ENSHGLG00000016596,ortholog_one2one,90.8724,SKIC2,13,protein_coding,SKI2 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:10898],naked_mole_rat
GNPTAB,ENSHGLG00000034643,ortholog_one2one,72.2892,,17,protein_coding,,naked_mole_rat
BCL2L12,ENSHGLG00000008378,ortholog_one2one,84.252,BCL2L12,29,protein_coding,BCL2 like 12 [Source:HGNC Symbol;Acc:HGNC:13787],naked_mole_rat
MRTO4,ENSHGLG00000012157,ortholog_one2one,78.2456,MRTO4,7,protein_coding,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]",naked_mole_rat
BFAR,ENSHGLG00000008907,ortholog_one2one,93.5556,BFAR,23,protein_coding,bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613],naked_mole_rat
ANKH,ENSHGLG00000009005,ortholog_one2one,93.1034,ANKH,16,protein_coding,ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492],naked_mole_rat
RASSF8,ENSHGLG00000036200,ortholog_one2one,93.135,RASSF8,5,protein_coding,Ras association domain family member 8 [Source:UniProtKB Gene Name;Acc:G5BQA3],naked_mole_rat
COL16A1,ENSHGLG00000012914,ortholog_one2one,86.9703,COL16A1,7,protein_coding,collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193],naked_mole_rat
CCT5,ENSHGLG00000015664,ortholog_one2one,97.0425,CCT5,16,protein_coding,chaperonin containing TCP1 subunit 5 [Source:UniProtKB Gene Name;Acc:A0A0P6J291],naked_mole_rat
IRF8,ENSHGLG00000014171,ortholog_one2one,89.2019,IRF8,7,protein_coding,interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358],naked_mole_rat
DERA,ENSHGLG00000008563,ortholog_one2one,80.7365,DERA,5,protein_coding,deoxyribose-phosphate aldolase [Source:UniProtKB Gene Name;Acc:A0A0P6JMP4],naked_mole_rat
APLP1,ENSHGLG00000017091,ortholog_one2one,90.9648,APLP1,28,protein_coding,amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597],naked_mole_rat
HP,ENSHGLG00000004056,ortholog_one2one,87.1094,,6,protein_coding,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897],naked_mole_rat
MTHFD2L,ENSHGLG00000011885,ortholog_one2one,69.6891,,8,protein_coding,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865],naked_mole_rat
CRELD1,ENSHGLG00000019547,ortholog_one2one,87.643,CRELD1,2,protein_coding,cysteine rich with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:14630],naked_mole_rat
STX18,ENSHGLG00000004074,ortholog_one2one,90.4478,STX18,10,protein_coding,syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942],naked_mole_rat
CLGN,ENSHGLG00000000153,ortholog_one2one,81.9376,CLGN,3,protein_coding,calmegin [Source:UniProtKB Gene Name;Acc:G5BQF3],naked_mole_rat
NSG1,ENSHGLG00000014668,ortholog_one2one,97.2973,NSG1,10,protein_coding,neuronal vesicle trafficking associated 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JFF7],naked_mole_rat
EBF1,ENSHGLG00000015515,ortholog_one2one,95.5738,EBF1,4,protein_coding,EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126],naked_mole_rat
MTOR,ENSHGLG00000010894,ortholog_one2one,99.2157,MTOR,7,protein_coding,mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942],naked_mole_rat
GPAT3,ENSHGLG00000003421,ortholog_one2one,94.0639,Gpat3,8,protein_coding,glycerol-3-phosphate acyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101723615],naked_mole_rat
TAPT1,ENSHGLG00000006539,ortholog_one2one,94.5133,TAPT1,10,protein_coding,transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887],naked_mole_rat
ITGAL,ENSHGLG00000012206,ortholog_one2one,70.0565,ITGAL,23,protein_coding,integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148],naked_mole_rat
SH3BP2,ENSHGLG00000005188,ortholog_one2one,80.0987,SH3BP2,10,protein_coding,SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825],naked_mole_rat
GLCCI1,ENSHGLG00000002931,ortholog_one2one,94.9153,GLCCI1,14,protein_coding,glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713],naked_mole_rat
ABHD14A,ENSHGLG00000012344,ortholog_one2one,81.3869,ABHD14A,8,protein_coding,abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538],naked_mole_rat
R3HCC1L,ENSHGLG00000042684,ortholog_one2one,72.1698,,13,protein_coding,,naked_mole_rat
EIF2A,ENSHGLG00000019241,ortholog_one2one,93.0743,EIF2A,8,protein_coding,eukaryotic translation initiation factor 2A [Source:UniProtKB Gene Name;Acc:A0A0P6JBK5],naked_mole_rat
ZNF467,ENSHGLG00000032428,ortholog_one2one,70.8551,ZNF467,22,protein_coding,zinc finger protein 467 [Source:HGNC Symbol;Acc:HGNC:23154],naked_mole_rat
SLC35E1,ENSHGLG00000002832,ortholog_one2one,89.2231,SLC35E1,29,protein_coding,solute carrier family 35 member E1 [Source:HGNC Symbol;Acc:HGNC:20803],naked_mole_rat
MIA,ENSHGLG00000045648,ortholog_one2one,73.2877,MIA,28,protein_coding,MIA SH3 domain containing [Source:HGNC Symbol;Acc:HGNC:7076],naked_mole_rat
B4GALNT1,ENSHGLG00000016963,ortholog_one2one,92.6692,B4GALNT1,17,protein_coding,"beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]",naked_mole_rat
FLOT2,ENSHGLG00000006524,ortholog_one2one,94.9309,FLOT2,20,protein_coding,flotillin 2 [Source:UniProtKB Gene Name;Acc:A0A0P6JBM0],naked_mole_rat
ZNF420,ENSHGLG00000014646,ortholog_one2one,92.8058,,28,protein_coding,,naked_mole_rat
WIPI2,ENSHGLG00000006000,ortholog_one2one,97.4057,WIPI2,1,protein_coding,"WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]",naked_mole_rat
PRSS33,ENSHGLG00000032482,ortholog_one2one,66.436,,23,protein_coding,,naked_mole_rat
NHLH2,ENSHGLG00000046588,ortholog_one2one,98.5185,NHLH2,19,protein_coding,nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818],naked_mole_rat
UBE2T,ENSHGLG00000008956,ortholog_one2one,86.6995,UBE2T,24,protein_coding,ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009],naked_mole_rat
KATNB1,ENSHGLG00000013445,ortholog_one2one,95.1145,KATNB1,7,protein_coding,katanin regulatory subunit B1 [Source:UniProtKB Gene Name;Acc:A0A0P6JDJ8],naked_mole_rat
DHX32,ENSHGLG00000013097,ortholog_one2one,91.6112,DHX32,13,protein_coding,DEAH-box helicase 32 (putative) [Source:HGNC Symbol;Acc:HGNC:16717],naked_mole_rat
SRGAP2,ENSHGLG00000009965,ortholog_one2one,96.2862,SRGAP3,2,protein_coding,SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744],naked_mole_rat
CAPRIN2,ENSHGLG00000007117,ortholog_one2one,85.3246,,17,protein_coding,,naked_mole_rat
FBLN2,ENSHGLG00000007070,ortholog_one2one,82.8666,FBLN2,8,protein_coding,fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601],naked_mole_rat
ANXA11,ENSHGLG00000017009,ortholog_one2one,92.1811,,13,protein_coding,,naked_mole_rat
