nmr_gene_name,human_gene_acc,orthology_type,perc_id,human_gene_name,chromosome,biotype,description,species
FGF14,ENSG00000102466,ortholog_one2one,79.3522,FGF14,13,protein_coding,fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671],human
TMIE,ENSG00000181585,ortholog_one2one,78.8462,TMIE,3,protein_coding,transmembrane inner ear [Source:HGNC Symbol;Acc:HGNC:30800],human
HIVEP1,ENSG00000095951,ortholog_one2one,78.3297,HIVEP1,6,protein_coding,HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920],human
SIAE,ENSG00000110013,ortholog_one2one,84.8948,SIAE,11,protein_coding,sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187],human
SPA17,ENSG00000064199,ortholog_one2one,60.2649,SPA17,11,protein_coding,sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:HGNC:11210],human
TBRG1,ENSG00000154144,ortholog_one2one,88.0779,TBRG1,11,protein_coding,transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551],human
ATXN1,ENSG00000124788,ortholog_one2one,85.1534,ATXN1,6,protein_coding,ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548],human
DCT,ENSG00000080166,ortholog_one2one,78.9981,DCT,13,protein_coding,dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709],human
PANX,ENSG00000154143,ortholog_one2one,90.8163,PANX3,11,protein_coding,pannexin 3 [Source:HGNC Symbol;Acc:HGNC:20573],human
CABLES1,ENSG00000134508,ortholog_one2one,80.0948,CABLES1,18,protein_coding,Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097],human
GMPR,ENSG00000100938,ortholog_one2one,94.8276,GMPR2,14,protein_coding,guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377],human
ANKRD29,ENSG00000154065,ortholog_one2one,94.3522,ANKRD29,18,protein_coding,ankyrin repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:27110],human
TMEM218,ENSG00000150433,ortholog_one2one,85.2174,TMEM218,11,protein_coding,transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344],human
FAM65B,ENSG00000111913,ortholog_one2one,84.6227,RIPOR2,6,protein_coding,RHO family interacting cell polarization regulator 2 [Source:HGNC Symbol;Acc:HGNC:13872],human
OXGR1,ENSG00000165621,ortholog_one2one,89.0208,OXGR1,13,protein_coding,oxoglutarate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4531],human
SLC37A2,ENSG00000134955,ortholog_one2one,87.0259,SLC37A2,11,protein_coding,solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644],human
IMPACT,ENSG00000154059,ortholog_one2one,82.8125,IMPACT,18,protein_coding,impact RWD domain protein [Source:HGNC Symbol;Acc:HGNC:20387],human
MAP6D1,ENSG00000180834,ortholog_one2one,75.8794,MAP6D1,3,protein_coding,MAP6 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25753],human
PARL,ENSG00000175193,ortholog_one2one,76.781,PARL,3,protein_coding,presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253],human
OSBPL1A,ENSG00000141447,ortholog_one2one,93.6842,OSBPL1A,18,protein_coding,oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398],human
TECTA,ENSG00000109927,ortholog_one2one,95.4988,TECTA,11,protein_coding,tectorin alpha [Source:HGNC Symbol;Acc:HGNC:11720],human
CNTFR,ENSG00000122756,ortholog_one2one,97.3118,CNTFR,9,protein_coding,ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170],human
GMNN,ENSG00000112312,ortholog_one2one,82.2967,GMNN,6,protein_coding,geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493],human
DNAI1,ENSG00000122735,ortholog_one2one,87.1245,DNAI1,9,protein_coding,dynein axonemal intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954],human
C6orf62,ENSG00000112308,ortholog_one2one,99.1266,C6orf62,6,protein_coding,chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998],human
TDP2,ENSG00000111802,ortholog_one2one,83.4254,TDP2,6,protein_coding,tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768],human
MYORG,ENSG00000164976,ortholog_one2one,91.7367,MYORG,9,protein_coding,myogenesis regulating glycosidase [Source:HGNC Symbol;Acc:HGNC:19918],human
TTC39C,ENSG00000168234,ortholog_one2one,95.3688,TTC39C,18,protein_coding,tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595],human
KIAA0319,ENSG00000137261,ortholog_one2one,73.1343,KIAA0319,6,protein_coding,KIAA0319 [Source:HGNC Symbol;Acc:HGNC:21580],human
FAM219A,ENSG00000164970,ortholog_one2one,99.4595,FAM219A,9,protein_coding,family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920],human
VPS8,ENSG00000156931,ortholog_one2one,93.4874,VPS8,3,protein_coding,VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122],human
ALDH5A1,ENSG00000112294,ortholog_one2one,83.1776,ALDH5A1,6,protein_coding,aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408],human
GPLD1,ENSG00000112293,ortholog_one2one,82.381,GPLD1,6,protein_coding,glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459],human
LAMA3,ENSG00000053747,ortholog_one2one,72.4873,LAMA3,18,protein_coding,laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483],human
SPMIP6,ENSG00000164972,ortholog_one2one,79.3893,SPMIP6,9,protein_coding,sperm microtubule inner protein 6 [Source:HGNC Symbol;Acc:HGNC:19919],human
MRS2,ENSG00000124532,ortholog_one2one,87.1332,MRS2,6,protein_coding,magnesium transporter MRS2 [Source:HGNC Symbol;Acc:HGNC:13785],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
DCDC2,ENSG00000146038,ortholog_one2one,85.9244,DCDC2,6,protein_coding,doublecortin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18141],human
AQP3,ENSG00000165272,ortholog_one2one,95.5479,AQP3,9,protein_coding,aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636],human
EDN1,ENSG00000078401,ortholog_one2one,66.0377,EDN1,6,protein_coding,endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176],human
TMEM8B,ENSG00000137103,ortholog_one2one,83.7662,TMEM8B,9,protein_coding,transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427],human
CD3E,ENSG00000198851,ortholog_one2one,61.8358,CD3E,11,protein_coding,CD3 epsilon subunit of T-cell receptor complex [Source:HGNC Symbol;Acc:HGNC:1674],human
HINT2,ENSG00000137133,ortholog_one2one,88.9571,HINT2,9,protein_coding,histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344],human
MYL3,ENSG00000160808,ortholog_one2one,94.359,MYL3,3,protein_coding,myosin light chain 3 [Source:HGNC Symbol;Acc:HGNC:7584],human
NPR2,ENSG00000159899,ortholog_one2one,98.1853,NPR2,9,protein_coding,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944],human
NRSN1,ENSG00000152954,ortholog_one2one,69.7436,NRSN1,6,protein_coding,neurensin 1 [Source:HGNC Symbol;Acc:HGNC:17881],human
Sirt5,ENSG00000124523,ortholog_one2one,80.9677,SIRT5,6,protein_coding,sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933],human
ZDHHC3,ENSG00000163812,ortholog_one2one,84.9498,ZDHHC3,3,protein_coding,zinc finger DHHC-type palmitoyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18470],human
FOXE1,ENSG00000178919,ortholog_one2one,91.4209,FOXE1,9,protein_coding,forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806],human
AQP4,ENSG00000171885,ortholog_one2one,96.5944,AQP4,18,protein_coding,aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637],human
ENHO,ENSG00000168913,ortholog_one2one,98.6842,ENHO,9,protein_coding,energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838],human
STT3A,ENSG00000134910,ortholog_one2one,98.5816,STT3A,11,protein_coding,STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172],human
EXOSC7,ENSG00000075914,ortholog_one2one,73.8832,EXOSC7,3,protein_coding,exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112],human
KCTD1,ENSG00000134504,ortholog_one2one,94.2197,KCTD1,18,protein_coding,potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249],human
EIF4G1,ENSG00000114867,ortholog_one2one,92.1826,EIF4G1,3,protein_coding,eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296],human
TAF4B,ENSG00000141384,ortholog_one2one,74.594,TAF4B,18,protein_coding,TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538],human
CEP164,ENSG00000110274,ortholog_one2one,70.6164,CEP164,11,protein_coding,centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182],human
PSMA8,ENSG00000154611,ortholog_one2one,84.0,PSMA8,18,protein_coding,proteasome 20S subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:22985],human
SS18,ENSG00000141380,ortholog_one2one,97.6077,SS18,18,protein_coding,SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340],human
MEA1,ENSG00000124733,ortholog_one2one,87.027,MEA1,6,protein_coding,male-enhanced antigen 1 [Source:HGNC Symbol;Acc:HGNC:6986],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
HINFP,ENSG00000172273,ortholog_one2one,88.9749,HINFP,11,protein_coding,histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
HEPACAM,ENSG00000165478,ortholog_one2one,92.7885,HEPACAM,11,protein_coding,hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:26361],human
FOXR1,ENSG00000176302,ortholog_one2one,69.5205,FOXR1,11,protein_coding,forkhead box R1 [Source:HGNC Symbol;Acc:HGNC:29980],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
SNORD121B,ENSG00000238300,ortholog_one2one,85.1852,SNORD121B,9,snoRNA,"small nucleolar RNA, C/D box 121B [Source:HGNC Symbol;Acc:HGNC:33569]",human
MPZL3,ENSG00000160588,ortholog_one2one,80.4255,MPZL3,11,protein_coding,myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
ZBTB14,ENSG00000198081,ortholog_one2one,98.8864,ZBTB14,18,protein_coding,zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860],human
SNORD121A,ENSG00000238886,ortholog_one2one,93.9024,SNORD121A,9,snoRNA,"small nucleolar RNA, C/D box 121A [Source:HGNC Symbol;Acc:HGNC:33560]",human
TGFBR1,ENSG00000106799,ortholog_one2one,96.0239,TGFBR1,9,protein_coding,transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772],human
FAM131A,ENSG00000175182,ortholog_one2one,91.2568,FAM131A,3,protein_coding,family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308],human
CLCN2,ENSG00000114859,ortholog_one2one,93.8753,CLCN2,3,protein_coding,chloride voltage-gated channel 2 [Source:HGNC Symbol;Acc:HGNC:2020],human
SCN2B,ENSG00000149575,ortholog_one2one,86.5116,SCN2B,11,protein_coding,sodium voltage-gated channel beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:10589],human
PVRL1,ENSG00000110400,ortholog_one2one,94.0039,NECTIN1,11,protein_coding,nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706],human
DCTN3,ENSG00000137100,ortholog_one2one,93.5484,DCTN3,9,protein_coding,dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713],human
COLEC12,ENSG00000158270,ortholog_one2one,93.6658,COLEC12,18,protein_coding,collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016],human
TMPRSS4,ENSG00000137648,ortholog_one2one,76.2014,TMPRSS4,11,protein_coding,transmembrane serine protease 4 [Source:HGNC Symbol;Acc:HGNC:11878],human
MIB1,ENSG00000101752,ortholog_one2one,99.006,MIB1,18,protein_coding,MIB E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086],human
TDRD7,ENSG00000196116,ortholog_one2one,84.8816,TDRD7,9,protein_coding,tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831],human
POLR2H,ENSG00000163882,ortholog_one2one,100.0,POLR2H,3,protein_coding,"RNA polymerase II, I and III subunit H [Source:HGNC Symbol;Acc:HGNC:9195]",human
SMIM35,ENSG00000255274,ortholog_one2one,92.9412,SMIM35,11,protein_coding,small integral membrane protein 35 [Source:HGNC Symbol;Acc:HGNC:44179],human
IL10RA,ENSG00000110324,ortholog_one2one,68.1661,IL10RA,11,protein_coding,interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964],human
GYS2,ENSG00000111713,ortholog_one2one,93.4566,GYS2,12,protein_coding,glycogen synthase 2 [Source:HGNC Symbol;Acc:HGNC:4707],human
TPMT,ENSG00000137364,ortholog_one2one,67.7551,TPMT,6,protein_coding,thiopurine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:12014],human
C2CD2L,ENSG00000172375,ortholog_one2one,93.4844,C2CD2L,11,protein_coding,C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000],human
NPC1,ENSG00000141458,ortholog_one2one,86.2285,NPC1,18,protein_coding,NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897],human
ROBO4,ENSG00000154133,ortholog_one2one,78.9474,ROBO4,11,protein_coding,roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985],human
LMO3,ENSG00000048540,ortholog_one2one,100.0,LMO3,12,protein_coding,LIM domain only 3 [Source:HGNC Symbol;Acc:HGNC:6643],human
LAMB2,ENSG00000172037,ortholog_one2one,87.6529,LAMB2,3,protein_coding,laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487],human
USP19,ENSG00000172046,ortholog_one2one,84.4653,USP19,3,protein_coding,ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617],human
KIF13A,ENSG00000137177,ortholog_one2one,91.5789,KIF13A,6,protein_coding,kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566],human
SLCO1A2,ENSG00000084453,ortholog_one2one,82.9851,SLCO1A2,12,protein_coding,solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956],human
RMC1,ENSG00000141452,ortholog_one2one,96.347,RMC1,18,protein_coding,regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326],human
EI24,ENSG00000149547,ortholog_one2one,93.2353,EI24,11,protein_coding,EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276],human
QARS1,ENSG00000172053,ortholog_one2one,91.4839,QARS1,3,protein_coding,glutaminyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9751],human
EPB41L3,ENSG00000082397,ortholog_one2one,66.4213,EPB41L3,18,protein_coding,erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380],human
LMNTD1,ENSG00000152936,ortholog_one2one,60.6357,LMNTD1,12,protein_coding,lamin tail domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26683],human
FEZ1,ENSG00000149557,ortholog_one2one,97.449,FEZ1,11,protein_coding,fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659],human
ABHD3,ENSG00000158201,ortholog_one2one,92.176,ABHD3,18,protein_coding,"abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]",human
QRICH1,ENSG00000198218,ortholog_one2one,99.4845,QRICH1,3,protein_coding,glutamine rich 1 [Source:HGNC Symbol;Acc:HGNC:24713],human
IMPDH2,ENSG00000178035,ortholog_one2one,99.2218,IMPDH2,3,protein_coding,inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053],human
UPK2,ENSG00000110375,ortholog_one2one,64.6739,UPK2,11,protein_coding,uroplakin 2 [Source:HGNC Symbol;Acc:HGNC:12579],human
CD83,ENSG00000112149,ortholog_one2one,72.6829,CD83,6,protein_coding,CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703],human
RECQL,ENSG00000004700,ortholog_one2one,89.8305,RECQL,12,protein_coding,RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948],human
SNRPD1,ENSG00000167088,ortholog_one2one,96.6387,SNRPD1,18,protein_coding,small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158],human
CYB5R3,ENSG00000100243,ortholog_one2one,63.4552,CYB5R3,22,protein_coding,cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873],human
BCL9L,ENSG00000186174,ortholog_one2one,94.8632,BCL9L,11,protein_coding,BCL9 like [Source:HGNC Symbol;Acc:HGNC:23688],human
POLDIP3,ENSG00000100227,ortholog_one2one,87.886,POLDIP3,22,protein_coding,DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782],human
CXCR5,ENSG00000160683,ortholog_one2one,88.172,CXCR5,11,protein_coding,C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060],human
NUP153,ENSG00000124789,ortholog_one2one,84.1356,NUP153,6,protein_coding,nucleoporin 153 [Source:HGNC Symbol;Acc:HGNC:8062],human
GREB1L,ENSG00000141449,ortholog_one2one,87.0515,GREB1L,18,protein_coding,GREB1 like retinoic acid receptor coactivator [Source:HGNC Symbol;Acc:HGNC:31042],human
DDX6,ENSG00000110367,ortholog_one2one,99.793,DDX6,11,protein_coding,DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747],human
DOCK11,ENSG00000147251,ortholog_one2one,97.1056,DOCK11,X,protein_coding,dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483],human
SCN4B,ENSG00000177098,ortholog_one2one,84.2105,SCN4B,11,protein_coding,sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592],human
NOL12,ENSG00000273899,ortholog_one2one,77.4648,NOL12,22,protein_coding,nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585],human
FAM8A1,ENSG00000137414,ortholog_one2one,84.0194,FAM8A1,6,protein_coding,family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372],human
CAP2,ENSG00000112186,ortholog_one2one,92.0335,CAP2,6,protein_coding,cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039],human
OAF,ENSG00000184232,ortholog_one2one,86.0806,OAF,11,protein_coding,out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752],human
MRPL32,ENSG00000106591,ortholog_one2one,74.4681,MRPL32,7,protein_coding,mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035],human
CDON,ENSG00000064309,ortholog_one2one,83.2279,CDON,11,protein_coding,"cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]",human
LGALS1,ENSG00000100097,ortholog_one2one,86.6667,LGALS1,22,protein_coding,galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561],human
SH3BP1,ENSG00000100092,ortholog_one2one,84.3081,SH3BP1,22,protein_coding,SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824],human
IL13RA1,ENSG00000103647,ortholog_one2one,80.2083,CORO2B,15,protein_coding,coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256],human
RBM24,ENSG00000112183,ortholog_one2one,99.1525,RBM24,6,protein_coding,RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539],human
TRIM29,ENSG00000137699,ortholog_one2one,90.3061,TRIM29,11,protein_coding,tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274],human
STMND1,ENSG00000230873,ortholog_one2one,67.3913,STMND1,6,protein_coding,stathmin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:44668],human
NOP2,ENSG00000111641,ortholog_one2one,79.9261,NOP2,12,protein_coding,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867],human
CDC42EP1,ENSG00000128283,ortholog_one2one,75.4476,CDC42EP1,22,protein_coding,CDC42 effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17014],human
TMPRSS13,ENSG00000137747,ortholog_one2one,81.8342,TMPRSS13,11,protein_coding,transmembrane serine protease 13 [Source:HGNC Symbol;Acc:HGNC:29808],human
CARD10,ENSG00000100065,ortholog_one2one,90.5039,CARD10,22,protein_coding,caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422],human
IFFO1,ENSG00000010295,ortholog_one2one,88.9667,IFFO1,12,protein_coding,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970],human
KLHDC3,ENSG00000124702,ortholog_one2one,96.5969,KLHDC3,6,protein_coding,kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704],human
KRAS,ENSG00000133703,ortholog_one2one,90.4255,KRAS,12,protein_coding,"KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]",human
PKNOX2,ENSG00000165495,ortholog_one2one,98.3051,PKNOX2,11,protein_coding,PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714],human
ACOT12,ENSG00000172497,ortholog_one2one,75.6757,ACOT12,5,protein_coding,acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:HGNC:24436],human
MFNG,ENSG00000100060,ortholog_one2one,82.5545,MFNG,22,protein_coding,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038],human
RRP36,ENSG00000124541,ortholog_one2one,79.5367,RRP36,6,protein_coding,ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374],human
PAK3,ENSG00000077264,ortholog_one2one,99.6324,PAK3,X,protein_coding,p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592],human
CUL7,ENSG00000044090,ortholog_one2one,80.5065,CUL7,6,protein_coding,cullin 7 [Source:HGNC Symbol;Acc:HGNC:21024],human
DNAI7,ENSG00000118307,ortholog_one2one,77.5623,DNAI7,12,protein_coding,dynein axonemal intermediate chain 7 [Source:HGNC Symbol;Acc:HGNC:29599],human
ZCCHC9,ENSG00000131732,ortholog_one2one,84.1328,ZCCHC9,5,protein_coding,zinc finger CCHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:25424],human
SLC17A2,ENSG00000112337,ortholog_one2one,88.4937,SLC17A2,6,protein_coding,solute carrier family 17 member 2 [Source:HGNC Symbol;Acc:HGNC:10930],human
MRPL51,ENSG00000111639,ortholog_one2one,76.5625,MRPL51,12,protein_coding,mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044],human
SLC17A3,ENSG00000124564,ortholog_one2one,65.0602,SLC17A3,6,protein_coding,solute carrier family 17 member 3 [Source:HGNC Symbol;Acc:HGNC:10931],human
NCAPD2,ENSG00000010292,ortholog_one2one,84.868,NCAPD2,12,protein_coding,non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305],human
PSAP,ENSG00000197746,ortholog_one2one,74.6183,PSAP,10,protein_coding,prosaposin [Source:HGNC Symbol;Acc:HGNC:9498],human
CKMT2,ENSG00000131730,ortholog_one2one,94.5107,CKMT2,5,protein_coding,"creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]",human
DCX,ENSG00000077279,ortholog_one2one,98.9071,DCX,X,protein_coding,doublecortin [Source:HGNC Symbol;Acc:HGNC:2714],human
LRMP,ENSG00000118308,ortholog_one2one,81.9639,IRAG2,12,protein_coding,"inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]",human
ARHGDIB,ENSG00000111348,ortholog_one2one,87.0647,ARHGDIB,12,protein_coding,Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679],human
EMP1,ENSG00000134531,ortholog_one2one,76.4331,EMP1,12,protein_coding,epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333],human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
U6,ENSG00000252980,ortholog_one2one,67.0,RNU6-367P,3,snRNA,"RNA, U6 small nuclear 367, pseudogene [Source:HGNC Symbol;Acc:HGNC:47330]",human
ALG13,ENSG00000101901,ortholog_one2one,79.2436,ALG13,X,protein_coding,ALG13 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881],human
SLC17A4,ENSG00000146039,ortholog_one2one,78.2696,SLC17A4,6,protein_coding,solute carrier family 17 member 4 [Source:HGNC Symbol;Acc:HGNC:10932],human
MIR133A2,ENSG00000284508,ortholog_one2one,79.4118,MIR133A2,20,miRNA,microRNA 133a-2 [Source:HGNC Symbol;Acc:HGNC:31518],human
MYL12B,ENSG00000118680,ortholog_one2one,100.0,MYL12B,18,protein_coding,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827],human
RIMKLB,ENSG00000166532,ortholog_one2one,98.7047,RIMKLB,12,protein_coding,ribosomal modification protein rimK like family member B [Source:HGNC Symbol;Acc:HGNC:29228],human
TRPC5,ENSG00000072315,ortholog_one2one,96.814,TRPC5,X,protein_coding,transient receptor potential cation channel subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:12337],human
KCNA6,ENSG00000151079,ortholog_one2one,88.4688,KCNA6,12,protein_coding,potassium voltage-gated channel subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:6225],human
