heterocephalus_glaber_female_gene,homo_sapiens_gene,orthology_type,perc_id,dn_ds
CUL7,ENSG00000044090,ortholog_one2one,80.5065,
DNAI7,ENSG00000118307,ortholog_one2one,77.5623,
ZCCHC9,ENSG00000131732,ortholog_one2one,84.1328,
SLC17A2,ENSG00000112337,ortholog_one2one,88.4937,
MRPL51,ENSG00000111639,ortholog_one2one,76.5625,
SLC17A3,ENSG00000124564,ortholog_one2one,65.0602,
NCAPD2,ENSG00000010292,ortholog_one2one,84.868,
PSAP,ENSG00000197746,ortholog_one2one,74.6183,
CKMT2,ENSG00000131730,ortholog_one2one,94.5107,
DCX,ENSG00000077279,ortholog_one2one,98.9071,
LRMP,ENSG00000118308,ortholog_one2one,81.9639,
ARHGDIB,ENSG00000111348,ortholog_one2one,87.0647,
SLC17A1,ENSG00000124568,ortholog_one2one,57.3876,
EMP1,ENSG00000134531,ortholog_one2one,76.4331,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
ALG13,ENSG00000101901,ortholog_one2one,79.2436,
SLC17A4,ENSG00000146039,ortholog_one2one,78.2696,
MIR133A2,ENSG00000284508,ortholog_one2one,79.4118,
MYL12B,ENSG00000118680,ortholog_one2one,100.0,
RIMKLB,ENSG00000166532,ortholog_one2one,98.7047,
TRPC5,ENSG00000072315,ortholog_one2one,96.814,
KCNA6,ENSG00000151079,ortholog_one2one,88.4688,
ENTPD3,ENSG00000168032,ortholog_one2one,73.3459,
TRPC5OS,ENSG00000204025,ortholog_one2one,46.8468,
ST3GAL4,ENSG00000110080,ortholog_one2one,90.6907,
NDUFA6,ENSG00000184983,ortholog_one2one,85.9375,
FGF6,ENSG00000111241,ortholog_one2one,85.0962,
FAM109B,ENSG00000177096,ortholog_one2one,81.0811,
SOX5,ENSG00000134532,ortholog_one2one,99.2136,
FERRY3,ENSG00000047621,ortholog_one2one,92.7536,
GRAMD1B,ENSG00000023171,ortholog_one2one,93.5006,
CLVS2,ENSG00000146352,ortholog_one2one,97.5535,
NAGA,ENSG00000198951,ortholog_one2one,76.1557,
WBP2NL,ENSG00000183066,ortholog_one2one,61.8123,
TRDN,ENSG00000186439,ortholog_one2one,77.5034,
LAG3,ENSG00000089692,ortholog_one2one,75.8095,
STYK1,ENSG00000060140,ortholog_one2one,77.0142,
AEBP2,ENSG00000139154,ortholog_one2one,96.0239,
HSF2,ENSG00000025156,ortholog_one2one,94.403,
RBMS3,ENSG00000144642,ortholog_one2one,90.1602,
TAPBPL,ENSG00000139192,ortholog_one2one,64.9573,
SMIM45,ENSG00000205704,ortholog_one2one,98.5294,
DGKQ,ENSG00000145214,ortholog_one2one,60.4034,
CD27,ENSG00000139193,ortholog_one2one,60.0,
SERINC1,ENSG00000111897,ortholog_one2one,95.3642,
LTBR,ENSG00000111321,ortholog_one2one,62.2989,
MALRD1,ENSG00000204740,ortholog_one2one,76.8089,
PLEKHA5,ENSG00000052126,ortholog_one2one,85.9594,
CENPM,ENSG00000100162,ortholog_one2one,86.1111,
SCNN1A,ENSG00000111319,ortholog_one2one,78.3259,
TNFRSF13C,ENSG00000159958,ortholog_one2one,68.4783,
FABP7,ENSG00000164434,ortholog_one2one,86.3636,
SMPDL3A,ENSG00000172594,ortholog_one2one,75.4967,
SCN3B,ENSG00000166257,ortholog_one2one,98.1395,
TMEM175,ENSG00000127419,ortholog_one2one,79.7619,
GRAP2,ENSG00000100351,ortholog_one2one,88.7879,
NKAIN2,ENSG00000188580,ortholog_one2one,95.1923,
ZNF202,ENSG00000166261,ortholog_one2one,86.7284,
XPNPEP3,ENSG00000196236,ortholog_one2one,87.3767,
PLCZ1,ENSG00000139151,ortholog_one2one,82.2368,
CLMP,ENSG00000166250,ortholog_one2one,90.0804,
GAK,ENSG00000178950,ortholog_one2one,77.5744,
PIK3C2G,ENSG00000139144,ortholog_one2one,81.4939,
U6,ENSG00000252980,ortholog_one2one,67.0,
PLS3,ENSG00000102024,ortholog_one2one,98.7302,
GJA1,ENSG00000152661,ortholog_one2one,96.0733,
TIRAP,ENSG00000150455,ortholog_one2one,78.2805,
FOXRED1,ENSG00000110074,ortholog_one2one,78.3951,
ARL5B,ENSG00000165997,ortholog_one2one,98.324,
CPLX1,ENSG00000168993,ortholog_one2one,92.5373,
SLC25A17,ENSG00000100372,ortholog_one2one,95.114,
FAM118B,ENSG00000197798,ortholog_one2one,96.8661,
HDDC2,ENSG00000217442,ortholog_one2one,82.9545,
NSUN6,ENSG00000241058,ortholog_one2one,86.5672,
RPUSD4,ENSG00000165526,ortholog_one2one,68.9655,
HEY2,ENSG00000135547,ortholog_one2one,84.5697,
TNFRSF1A,ENSG00000067182,ortholog_one2one,64.1758,
NFAM1,ENSG00000235568,ortholog_one2one,63.3333,
PLEKHG6,ENSG00000008323,ortholog_one2one,79.8734,
FAM118A,ENSG00000100376,ortholog_one2one,75.9104,
RERGL,ENSG00000111404,ortholog_one2one,88.7255,
LONRF3,ENSG00000175556,ortholog_one2one,87.4835,
UPK3A,ENSG00000100373,ortholog_one2one,60.6272,
KIAA0930,ENSG00000100364,ortholog_one2one,97.5247,
TSPYL4,ENSG00000187189,ortholog_one2one,77.0531,
FXYD2,ENSG00000137731,ortholog_one2one,78.7879,
SLCO1C1,ENSG00000139155,ortholog_one2one,88.6236,
NUP50,ENSG00000093000,ortholog_one2one,81.4103,
PHF21B,ENSG00000056487,ortholog_one2one,79.2844,
GABRA3,ENSG00000011677,ortholog_one2one,94.3089,
DSCAML1,ENSG00000177103,ortholog_one2one,98.5387,
ERP27,ENSG00000139055,ortholog_one2one,70.3297,
CACNB2,ENSG00000165995,ortholog_one2one,90.303,
ALDH8A1,ENSG00000118514,ortholog_one2one,90.1437,
PDE3A,ENSG00000172572,ortholog_one2one,71.1656,
ST8SIA1,ENSG00000111728,ortholog_one2one,94.9438,
ARHGAP8,ENSG00000241484,ortholog_one2one,78.291,
CLEC16A,ENSG00000038532,ortholog_one2one,94.1121,
ZCWPW2,ENSG00000206559,ortholog_one2one,77.2472,
KLHL13,ENSG00000003096,ortholog_one2one,97.1831,
CMAS,ENSG00000111726,ortholog_one2one,97.235,
ABCC9,ENSG00000069431,ortholog_one2one,98.1278,
MGP,ENSG00000111341,ortholog_one2one,82.5243,
PRR5,ENSG00000186654,ortholog_one2one,88.9175,
IL22RA2,ENSG00000164485,ortholog_one2one,60.4563,
TREH,ENSG00000118094,ortholog_one2one,65.6947,
ART4,ENSG00000111339,ortholog_one2one,64.9682,
CERK,ENSG00000100422,ortholog_one2one,79.702,
SMCO3,ENSG00000179256,ortholog_one2one,89.7778,
DNAJC1,ENSG00000136770,ortholog_one2one,75.4513,
ELAVL4,ENSG00000162374,ortholog_one2one,98.9071,
PHLDB1,ENSG00000019144,ortholog_one2one,94.4081,
RPL15,ENSG00000174748,ortholog_one2one,100.0,
MLLT10,ENSG00000078403,ortholog_one2one,89.2322,
H2AFJ,ENSG00000246705,ortholog_one2one,97.6744,
ETNK1,ENSG00000139163,ortholog_one2one,97.5207,
GUCY2C,ENSG00000070019,ortholog_one2one,84.1566,
C2CD5,ENSG00000111731,ortholog_one2one,98.0971,
D2HGDH,ENSG00000180902,ortholog_one2one,71.4012,
C3AR1,ENSG00000171860,ortholog_one2one,64.3154,
ATP4B,ENSG00000186009,ortholog_one2one,83.5052,
LRP1B,ENSG00000168702,ortholog_one2one,87.8234,
FOXJ2,ENSG00000065970,ortholog_one2one,84.3206,
ATXN10,ENSG00000130638,ortholog_one2one,86.9474,
IL20RA,ENSG00000016402,ortholog_one2one,70.5244,
KCNJ8,ENSG00000121361,ortholog_one2one,98.8208,
PCGF3,ENSG00000185619,ortholog_one2one,96.281,
Ldhb,ENSG00000111716,ortholog_one2one,98.503,
JHY,ENSG00000109944,ortholog_one2one,74.2931,
SLC35D3,ENSG00000182747,ortholog_one2one,92.5481,
PTF1A,ENSG00000168267,ortholog_one2one,79.2683,
PEX7,ENSG00000112357,ortholog_one2one,84.2105,
SLC49A3,ENSG00000169026,ortholog_one2one,62.4329,
SERTM2,ENSG00000260802,ortholog_one2one,93.3333,
GALNT8,ENSG00000130035,ortholog_one2one,68.4458,
CACNA1I,ENSG00000100346,ortholog_one2one,88.664,
BSX,ENSG00000188909,ortholog_one2one,96.5665,
NDUFA9,ENSG00000139180,ortholog_one2one,79.0451,
DDX25,ENSG00000109832,ortholog_one2one,89.0269,
INTS13,ENSG00000064102,ortholog_one2one,98.7252,
MYB,ENSG00000118513,ortholog_one2one,91.3272,
HYLS1,ENSG00000198331,ortholog_one2one,84.6154,
DSE,ENSG00000111817,ortholog_one2one,94.9896,
MRTFA,ENSG00000196588,ortholog_one2one,85.063,
ITPR2,ENSG00000123104,ortholog_one2one,97.0752,
CALHM6,ENSG00000188820,ortholog_one2one,80.3175,
TCF21,ENSG00000118526,ortholog_one2one,99.4413,
OR6M1,ENSG00000196099,ortholog_one2one,81.4697,
OR8D4,ENSG00000181518,ortholog_one2one,85.6688,
BLVRA,ENSG00000106605,ortholog_one2one,91.8919,
AKAP3,ENSG00000111254,ortholog_one2one,56.7409,
MAP3K5,ENSG00000197442,ortholog_one2one,95.6332,
OR10G6,ENSG00000198674,ortholog_one2one,85.241,
U6,ENSG00000252980,ortholog_one2one,67.0,
P4HTM,ENSG00000178467,ortholog_one2one,88.0478,
SNORA35B,ENSG00000271907,ortholog_one2one,94.5736,
SNORA35,ENSG00000208839,ortholog_one2one,80.4688,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
SGSM3,ENSG00000100359,ortholog_one2one,93.725,
MAP7,ENSG00000135525,ortholog_one2one,78.9052,
CDPF1,ENSG00000205643,ortholog_one2one,73.1707,
SSPN,ENSG00000123096,ortholog_one2one,91.358,
HECW1,ENSG00000002746,ortholog_one2one,86.5504,
C1S,ENSG00000182326,ortholog_one2one,72.9651,
PPARA,ENSG00000186951,ortholog_one2one,89.9573,
BCLAF1,ENSG00000029363,ortholog_one2one,97.8261,
SHISA8,ENSG00000234965,ortholog_one2one,81.3602,
LPCAT3,ENSG00000111684,ortholog_one2one,86.4476,
OR8A1,ENSG00000196119,ortholog_one2one,86.4078,
TICAM2,ENSG00000243414,ortholog_one2one,84.6809,
BHLHE41,ENSG00000123095,ortholog_one2one,77.3859,
STAM,ENSG00000136738,ortholog_one2one,92.4074,
SUN2,ENSG00000100242,ortholog_one2one,82.9847,
TMED7,ENSG00000134970,ortholog_one2one,93.75,
RASSF8,ENSG00000123094,ortholog_one2one,97.136,
EMG1,ENSG00000126749,ortholog_one2one,91.8033,
SNCB,ENSG00000074317,ortholog_one2one,97.7612,
SLC2A12,ENSG00000146411,ortholog_one2one,86.3857,
GTPBP1,ENSG00000100226,ortholog_one2one,97.7579,
PHB2,ENSG00000215021,ortholog_one2one,99.6656,
SFXN1,ENSG00000164466,ortholog_one2one,96.8944,
CEP85L,ENSG00000111860,ortholog_one2one,74.7826,
TOMM22,ENSG00000100216,ortholog_one2one,96.4789,
PTPN6,ENSG00000111679,ortholog_one2one,92.9412,
CBY1,ENSG00000100211,ortholog_one2one,86.5079,
PIP4K2A,ENSG00000150867,ortholog_one2one,97.7832,
MED21,ENSG00000152944,ortholog_one2one,54.8611,
YTHDC2,ENSG00000047188,ortholog_one2one,95.7343,
OR8B8,ENSG00000197125,ortholog_one2one,87.1383,
OR8B4,ENSG00000280090,ortholog_one2one,81.2298,
C12orf57,ENSG00000111678,ortholog_one2one,96.0317,
DMC1,ENSG00000100206,ortholog_one2one,92.0588,
ATN1,ENSG00000111676,ortholog_one2one,92.6891,
TM7SF3,ENSG00000064115,ortholog_one2one,81.9298,
MCM9,ENSG00000111877,ortholog_one2one,68.5914,
MSRB2,ENSG00000148450,ortholog_one2one,73.0769,
DDX17,ENSG00000100201,ortholog_one2one,88.6145,
CLEC9A,ENSG00000197992,ortholog_one2one,63.0705,
KDELR3,ENSG00000100196,ortholog_one2one,97.6636,
FAM184A,ENSG00000111879,ortholog_one2one,88.4211,
SKIDA1,ENSG00000180592,ortholog_one2one,82.9295,
HNRNPA0,ENSG00000177733,ortholog_one2one,98.6885,
SGK1,ENSG00000118515,ortholog_one2one,78.1369,
FOXRED2,ENSG00000100350,ortholog_one2one,57.3099,
KYNU,ENSG00000115919,ortholog_one2one,84.086,
UNC5A,ENSG00000113763,ortholog_one2one,97.5059,
TXN2,ENSG00000100348,ortholog_one2one,71.6867,
LCT,ENSG00000115850,ortholog_one2one,84.9507,
CLEC7A,ENSG00000172243,ortholog_one2one,65.1822,
PDGFB,ENSG00000100311,ortholog_one2one,81.7427,
HK3,ENSG00000160883,ortholog_one2one,87.649,
UBXN4,ENSG00000144224,ortholog_one2one,92.126,
TOB2,ENSG00000183864,ortholog_one2one,91.8605,
R3HDM1,ENSG00000048991,ortholog_one2one,92.8571,
FGF23,ENSG00000118972,ortholog_one2one,70.5179,
TEF,ENSG00000167074,ortholog_one2one,98.0198,
PDE7B,ENSG00000171408,ortholog_one2one,88.8889,
ZC3H7B,ENSG00000100403,ortholog_one2one,96.2129,
C1RL,ENSG00000139178,ortholog_one2one,69.1992,
TRPC7,ENSG00000069018,ortholog_one2one,98.9559,
C1R,ENSG00000159403,ortholog_one2one,76.4539,
SPOCK1,ENSG00000152377,ortholog_one2one,95.8998,
AHI1,ENSG00000135541,ortholog_one2one,78.6789,
ZRANB3,ENSG00000121988,ortholog_one2one,81.7424,
TMEM52B,ENSG00000165685,ortholog_one2one,74.8634,
TCF20,ENSG00000100207,ortholog_one2one,92.1429,
PLBD1,ENSG00000121316,ortholog_one2one,81.0127,
ABHD5,ENSG00000011198,ortholog_one2one,87.6791,
ATF7IP,ENSG00000171681,ortholog_one2one,83.1496,
RAB3GAP1,ENSG00000115839,ortholog_one2one,93.8838,
OLIG3,ENSG00000177468,ortholog_one2one,97.0588,
SNORD14,ENSG00000200879,ortholog_one2one,80.0,
SNORD14,ENSG00000200879,ortholog_one2one,80.0,
GRIN2B,ENSG00000273079,ortholog_one2one,97.2372,
CCR9,ENSG00000173585,ortholog_one2one,77.5068,
U6,ENSG00000252980,ortholog_one2one,67.0,
PLN,ENSG00000198523,ortholog_one2one,96.1538,
FYCO1,ENSG00000163820,ortholog_one2one,76.9283,
STIL,ENSG00000123473,ortholog_one2one,79.1925,
U6,ENSG00000252980,ortholog_one2one,67.0,
PDSS1,ENSG00000148459,ortholog_one2one,86.0241,
TRMU,ENSG00000100416,ortholog_one2one,77.1972,
TSPAN17,ENSG00000048140,ortholog_one2one,82.3708,
CXCR6,ENSG00000172215,ortholog_one2one,64.6199,
XCR1,ENSG00000173578,ortholog_one2one,70.5706,
CCR1,ENSG00000163823,ortholog_one2one,79.4366,
NLRX1,ENSG00000160703,ortholog_one2one,87.4872,
GAD2,ENSG00000136750,ortholog_one2one,92.6496,
CCR3,ENSG00000183625,ortholog_one2one,71.5493,
TTC36,ENSG00000182327,ortholog_one2one,56.701,
CCND2,ENSG00000118971,ortholog_one2one,95.8477,
CHEK1,ENSG00000149554,ortholog_one2one,96.0084,
POU2F3,ENSG00000137709,ortholog_one2one,93.8073,
TTC38,ENSG00000075234,ortholog_one2one,85.2878,
DCPS,ENSG00000110063,ortholog_one2one,89.3175,
TRDMT1,ENSG00000107614,ortholog_one2one,87.468,
ZEB2,ENSG00000169554,ortholog_one2one,98.1878,
SETD2,ENSG00000181555,ortholog_one2one,89.2746,
CUBN,ENSG00000107611,ortholog_one2one,74.9931,
CD9,ENSG00000010278,ortholog_one2one,83.7719,
MCAT,ENSG00000100294,ortholog_one2one,79.2308,
ATG12,ENSG00000145782,ortholog_one2one,67.8571,
GDF3,ENSG00000184344,ortholog_one2one,51.0989,
KIF9,ENSG00000088727,ortholog_one2one,89.7468,
RSU1,ENSG00000148484,ortholog_one2one,96.3899,
ADSL,ENSG00000239900,ortholog_one2one,92.7686,
GTDC1,ENSG00000121964,ortholog_one2one,87.1179,
PTMS,ENSG00000159335,ortholog_one2one,99.0196,
MLF2,ENSG00000089693,ortholog_one2one,92.3387,
KLHL18,ENSG00000114648,ortholog_one2one,83.7979,
KCNA1,ENSG00000111262,ortholog_one2one,97.9798,
HACD1,ENSG00000165996,ortholog_one2one,79.5139,
TRAK1,ENSG00000182606,ortholog_one2one,58.8667,
ENO2,ENSG00000111674,ortholog_one2one,97.6959,
HRH2,ENSG00000113749,ortholog_one2one,87.2038,
NEBL,ENSG00000078114,ortholog_one2one,86.8836,
SNRK,ENSG00000163788,ortholog_one2one,90.3268,
CPLX2,ENSG00000145920,ortholog_one2one,100.0,
ANO10,ENSG00000160746,ortholog_one2one,85.6061,
LRRC23,ENSG00000010626,ortholog_one2one,64.723,
THOC3,ENSG00000051596,ortholog_one2one,86.6097,
SPSB2,ENSG00000111671,ortholog_one2one,91.2548,
TPI1,ENSG00000111669,ortholog_one2one,97.1888,
ARHGAP15,ENSG00000075884,ortholog_one2one,84.0,
CBX7,ENSG00000100307,ortholog_one2one,92.8287,
SLC16A8,ENSG00000100156,ortholog_one2one,80.1587,
CUL9,ENSG00000112659,ortholog_one2one,85.1808,
PNPLA5,ENSG00000100341,ortholog_one2one,66.4336,
CHST3,ENSG00000122863,ortholog_one2one,88.7265,
THSD7B,ENSG00000144229,ortholog_one2one,87.6712,
TMEM158,ENSG00000249992,ortholog_one2one,69.6667,
ST8SIA6,ENSG00000148488,ortholog_one2one,88.9447,
PARVG,ENSG00000138964,ortholog_one2one,60.7251,
VSIR,ENSG00000107738,ortholog_one2one,83.2797,
LARS2,ENSG00000011376,ortholog_one2one,67.3311,
ARHGAP21,ENSG00000107863,ortholog_one2one,63.5342,
C10orf105,ENSG00000214688,ortholog_one2one,69.9248,
ARL10,ENSG00000175414,ortholog_one2one,88.1148,
UBR2,ENSG00000024048,ortholog_one2one,94.0741,
DNPH1,ENSG00000112667,ortholog_one2one,68.3908,
NOP16,ENSG00000048162,ortholog_one2one,93.2584,
CLTB,ENSG00000175416,ortholog_one2one,95.6332,
U6,ENSG00000252980,ortholog_one2one,67.0,
CCDC134,ENSG00000100147,ortholog_one2one,92.1397,
KIF2C,ENSG00000142945,ortholog_one2one,85.3793,
UIMC1,ENSG00000087206,ortholog_one2one,83.7274,
MEI1,ENSG00000167077,ortholog_one2one,74.4113,
HBS1L,ENSG00000112339,ortholog_one2one,89.9123,
LIMD1,ENSG00000144791,ortholog_one2one,71.4497,
ARMH1,ENSG00000198520,ortholog_one2one,82.0455,
NXPH2,ENSG00000182575,ortholog_one2one,90.4762,
ZNF346,ENSG00000113761,ortholog_one2one,90.4762,
TAL1,ENSG00000162367,ortholog_one2one,93.3535,
NHP2L1,ENSG00000100138,ortholog_one2one,99.2188,
ABHD14A,ENSG00000248487,ortholog_one2one,82.2878,
FGFR4,ENSG00000160867,ortholog_one2one,92.02,
ABHD14B,ENSG00000114779,ortholog_one2one,89.0476,
TMEM53,ENSG00000126106,ortholog_one2one,85.9206,
NSD1,ENSG00000165671,ortholog_one2one,88.6128,
CAPZA3,ENSG00000177938,ortholog_one2one,88.9632,
CLPSL2,ENSG00000196748,ortholog_one2one,56.0,
PCBP4,ENSG00000090097,ortholog_one2one,97.7667,
UBE2D1,ENSG00000072401,ortholog_one2one,100.0,
TBCC,ENSG00000124659,ortholog_one2one,75.4335,
Ctnnb1,ENSG00000168036,ortholog_one2one,99.872,
RAB24,ENSG00000169228,ortholog_one2one,90.1478,
PMM1,ENSG00000100417,ortholog_one2one,94.2748,
CPNE5,ENSG00000124772,ortholog_one2one,98.145,
KIAA1217,ENSG00000120549,ortholog_one2one,55.5327,
CSDC2,ENSG00000172346,ortholog_one2one,97.3856,
ERI3,ENSG00000117419,ortholog_one2one,98.2196,
IL9,ENSG00000145839,ortholog_one2one,68.0556,
STK38,ENSG00000112079,ortholog_one2one,98.2796,
TTLL1,ENSG00000100271,ortholog_one2one,97.1631,
U6,ENSG00000252980,ortholog_one2one,67.0,
ULK4,ENSG00000168038,ortholog_one2one,78.902,
RANGAP1,ENSG00000114853,ortholog_one2one,80.3213,
CHADL,ENSG00000100399,ortholog_one2one,82.9396,
ABCC10,ENSG00000124574,ortholog_one2one,84.1823,
U6,ENSG00000252980,ortholog_one2one,67.0,
L3MBTL2,ENSG00000100395,ortholog_one2one,94.0426,
DLK2,ENSG00000171462,ortholog_one2one,89.295,
BMI1,ENSG00000168283,ortholog_one2one,98.773,
DMAP1,ENSG00000178028,ortholog_one2one,98.2869,
EP300,ENSG00000100393,ortholog_one2one,94.8633,
PPIL1,ENSG00000137168,ortholog_one2one,98.1928,
CLEC3B,ENSG00000163815,ortholog_one2one,63.3663,
LECT2,ENSG00000145826,ortholog_one2one,84.106,
TTBK1,ENSG00000146216,ortholog_one2one,84.103,
CDCP1,ENSG00000163814,ortholog_one2one,74.7608,
TGFBI,ENSG00000120708,ortholog_one2one,92.5329,
U6,ENSG00000252980,ortholog_one2one,67.0,
PODN,ENSG00000174348,ortholog_one2one,79.2822,
VPS52,ENSG00000223501,ortholog_one2one,98.7552,
MON1A,ENSG00000164077,ortholog_one2one,94.7748,
B3GALT4,ENSG00000235863,ortholog_one2one,76.1905,
FAM83F,ENSG00000133477,ortholog_one2one,82.8,
WDR46,ENSG00000227057,ortholog_one2one,80.9836,
ARMC3,ENSG00000165309,ortholog_one2one,82.2248,
MST1R,ENSG00000164078,ortholog_one2one,78.1429,
U6,ENSG00000252980,ortholog_one2one,67.0,
SCP2,ENSG00000116171,ortholog_one2one,82.9982,
PFDN6,ENSG00000204220,ortholog_one2one,96.8992,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
PGGT1B,ENSG00000164219,ortholog_one2one,97.3475,
U5,ENSG00000252410,ortholog_one2one,55.6522,
RGL2,ENSG00000237441,ortholog_one2one,88.0309,
CAMKV,ENSG00000164076,ortholog_one2one,94.012,
U6,ENSG00000252980,ortholog_one2one,67.0,
DNAJC9,ENSG00000213551,ortholog_one2one,91.1538,
ZBTB22,ENSG00000236104,ortholog_one2one,68.7697,
TAPBP,ENSG00000231925,ortholog_one2one,79.0179,
SYNPO2L,ENSG00000166317,ortholog_one2one,89.9693,
CBX6,ENSG00000183741,ortholog_one2one,87.3786,
LRMDA,ENSG00000148655,ortholog_one2one,78.7611,
NPTXR,ENSG00000221890,ortholog_one2one,91.6,
TRAIP,ENSG00000183763,ortholog_one2one,76.7591,
CCDC112,ENSG00000164221,ortholog_one2one,88.2798,
TREML1,ENSG00000161911,ortholog_one2one,62.3794,
SPATA6,ENSG00000132122,ortholog_one2one,87.9098,
DDAH2,ENSG00000213722,ortholog_one2one,95.4386,
PICK1,ENSG00000100151,ortholog_one2one,87.7108,
DRD1,ENSG00000184845,ortholog_one2one,93.0493,
CLIC1,ENSG00000213719,ortholog_one2one,97.5104,
CAMLG,ENSG00000164615,ortholog_one2one,91.5541,
SULT4A1,ENSG00000130540,ortholog_one2one,98.9437,
FAAH,ENSG00000117480,ortholog_one2one,86.3558,
LVRN,ENSG00000172901,ortholog_one2one,75.7576,
TMEM125,ENSG00000179178,ortholog_one2one,85.3881,
CFAP57,ENSG00000243710,ortholog_one2one,89.52,
ARL14EPL,ENSG00000268223,ortholog_one2one,87.5,
ENKUR,ENSG00000151023,ortholog_one2one,85.5469,
INKA1,ENSG00000185614,ortholog_one2one,80.7018,
EBNA1BP2,ENSG00000117395,ortholog_one2one,88.8889,
CDHR4,ENSG00000187492,ortholog_one2one,76.3959,
C5orf24,ENSG00000181904,ortholog_one2one,97.8723,
CATSPER3,ENSG00000152705,ortholog_one2one,65.0754,
PITX1,ENSG00000069011,ortholog_one2one,98.0892,
POLR3H,ENSG00000100413,ortholog_one2one,90.6863,
MACROH2A1,ENSG00000113648,ortholog_one2one,100.0,
IP6K1,ENSG00000176095,ortholog_one2one,92.9705,
GMPPB,ENSG00000173540,ortholog_one2one,94.4444,
SHISAL2A,ENSG00000182183,ortholog_one2one,74.2105,
GPX7,ENSG00000116157,ortholog_one2one,87.7005,
COMMD10,ENSG00000145781,ortholog_one2one,91.0891,
NRD1,ENSG00000078618,ortholog_one2one,93.6577,
Aco2,ENSG00000100412,ortholog_one2one,96.1538,
AMIGO3,ENSG00000176020,ortholog_one2one,76.1905,
SOX10,ENSG00000100146,ortholog_one2one,97.4249,
LDOC1L,ENSG00000188636,ortholog_one2one,96.2343,
DOK3,ENSG00000146094,ortholog_one2one,79.0909,
TMEM184B,ENSG00000198792,ortholog_one2one,98.2801,
FAM193B,ENSG00000146067,ortholog_one2one,91.4842,
MAFF,ENSG00000185022,ortholog_one2one,89.6341,
SCUBE1,ENSG00000159307,ortholog_one2one,92.915,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
U6,ENSG00000252980,ortholog_one2one,67.0,
CXCL14,ENSG00000145824,ortholog_one2one,90.9091,
U6,ENSG00000252980,ortholog_one2one,67.0,
MRC1,ENSG00000260314,ortholog_one2one,81.9368,
SLC25A48,ENSG00000145832,ortholog_one2one,81.0289,
APBB1IP,ENSG00000077420,ortholog_one2one,76.1261,
FAF2,ENSG00000113194,ortholog_one2one,95.9551,
EOMES,ENSG00000163508,ortholog_one2one,95.461,
DCP2,ENSG00000172795,ortholog_one2one,95.7143,
SLC4A7,ENSG00000033867,ortholog_one2one,95.1549,
SEPTIN12,ENSG00000140623,ortholog_one2one,85.4749,
ROGDI,ENSG00000067836,ortholog_one2one,96.8641,
SEMA6A,ENSG00000092421,ortholog_one2one,96.0194,
GLYR1,ENSG00000140632,ortholog_one2one,99.2767,
UBN1,ENSG00000118900,ortholog_one2one,89.9471,
MSH5,ENSG00000204410,ortholog_one2one,89.0887,
PPL,ENSG00000118898,ortholog_one2one,87.5854,
TMED9,ENSG00000184840,ortholog_one2one,94.0426,
LRRC3B,ENSG00000179796,ortholog_one2one,100.0,
VWA7,ENSG00000204396,ortholog_one2one,81.1448,
TTLL12,ENSG00000100304,ortholog_one2one,86.3354,
FAF1,ENSG00000185104,ortholog_one2one,97.0769,
CLDN6,ENSG00000184697,ortholog_one2one,90.9091,
TSPO,ENSG00000100300,ortholog_one2one,83.432,
THOC6,ENSG00000131652,ortholog_one2one,95.0147,
CDHR2,ENSG00000074276,ortholog_one2one,75.1908,
RAC2,ENSG00000128340,ortholog_one2one,74.4792,
GPRIN1,ENSG00000169258,ortholog_one2one,64.881,
SSTR3,ENSG00000278195,ortholog_one2one,64.8325,
NEUROG1,ENSG00000181965,ortholog_one2one,89.4515,
ZMAT5,ENSG00000100319,ortholog_one2one,74.1176,
NTAN1,ENSG00000157045,ortholog_one2one,78.0645,
IL2RB,ENSG00000100385,ortholog_one2one,61.1615,
BICDL2,ENSG00000162069,ortholog_one2one,84.0551,
CABP7,ENSG00000100314,ortholog_one2one,97.6744,
CDKN2C,ENSG00000123080,ortholog_one2one,94.6429,
MMP25,ENSG00000008516,ortholog_one2one,80.0712,
MOB3C,ENSG00000142961,ortholog_one2one,96.2963,
CORO1C,ENSG00000110880,ortholog_one2one,98.7342,
TMPRSS6,ENSG00000187045,ortholog_one2one,84.414,
PRR35,ENSG00000161992,ortholog_one2one,69.5271,
MKNK1,ENSG00000079277,ortholog_one2one,93.4466,
ZSWIM5,ENSG00000162415,ortholog_one2one,96.1181,
HSCB,ENSG00000100209,ortholog_one2one,79.1489,
DNASE1L2,ENSG00000167968,ortholog_one2one,78.9298,
CHEK2,ENSG00000183765,ortholog_one2one,86.5562,
UROD,ENSG00000126088,ortholog_one2one,91.2807,
