gene_id,gene_name,chromosome,biotype,description,species
ENSHGLG00000043780,,4,lncRNA,,naked_mole_rat
ENSHGLG00000039157,,4,lncRNA,,naked_mole_rat
ENSHGLG00000018858,ADAM28,6,protein_coding,ADAM metallopeptidase domain 28 [Source:UniProtKB Gene Name;Acc:A0A0P6K5X1],naked_mole_rat
ENSHGLG00000016972,PRDM15,2,protein_coding,PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999],naked_mole_rat
ENSHGLG00000038750,,4,lncRNA,,naked_mole_rat
ENSHGLG00000014389,EFNA1,19,protein_coding,ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221],naked_mole_rat
ENSHGLG00000034394,,4,lncRNA,,naked_mole_rat
ENSHGLG00000007001,,6,protein_coding,solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934],naked_mole_rat
ENSHGLG00000047067,,4,lncRNA,,naked_mole_rat
ENSHGLG00000016958,C2CD2,2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266],naked_mole_rat
ENSHGLG00000047466,,4,lncRNA,,naked_mole_rat
ENSHGLG00000038892,,19,protein_coding,,naked_mole_rat
ENSHGLG00000040939,,4,lncRNA,,naked_mole_rat
ENSHGLG00000010001,PPP3CC,6,protein_coding,protein phosphatase 3 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9316],naked_mole_rat
ENSHGLG00000042598,,4,lncRNA,,naked_mole_rat
ENSHGLG00000017983,GBA1,19,protein_coding,glucosylceramidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4177],naked_mole_rat
ENSHGLG00000031886,,6,protein_coding,,naked_mole_rat
ENSHGLG00000035377,,4,lncRNA,,naked_mole_rat
ENSHGLG00000044555,,6,protein_coding,,naked_mole_rat
ENSHGLG00000017068,ZBTB21,2,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083],naked_mole_rat
ENSHGLG00000037788,,4,lncRNA,,naked_mole_rat
ENSHGLG00000017998,MTX1,19,protein_coding,metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504],naked_mole_rat
ENSHGLG00000007824,TLR3,6,protein_coding,toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849],naked_mole_rat
ENSHGLG00000046374,,4,lncRNA,,naked_mole_rat
ENSHGLG00000014664,BIN3,6,protein_coding,bridging integrator 3 [Source:UniProtKB Gene Name;Acc:A0A0P6JH32],naked_mole_rat
ENSHGLG00000013878,,6,protein_coding,,naked_mole_rat
ENSHGLG00000019451,THBS3,19,protein_coding,thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787],naked_mole_rat
ENSHGLG00000036315,,4,lncRNA,,naked_mole_rat
ENSHGLG00000015483,CCAR2,6,protein_coding,cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360],naked_mole_rat
ENSHGLG00000042960,,4,lncRNA,,naked_mole_rat
ENSHGLG00000040180,,4,lncRNA,,naked_mole_rat
ENSHGLG00000015409,,2,protein_coding,,naked_mole_rat
ENSHGLG00000015518,FAM149A,6,protein_coding,family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527],naked_mole_rat
ENSHGLG00000031941,,19,protein_coding,,naked_mole_rat
ENSHGLG00000030139,,4,lncRNA,,naked_mole_rat
ENSHGLG00000010238,,6,protein_coding,,naked_mole_rat
ENSHGLG00000017449,SELENBP1,19,protein_coding,selenium binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A0P6IX83],naked_mole_rat
ENSHGLG00000044559,,4,lncRNA,,naked_mole_rat
ENSHGLG00000009841,U2AF1,2,protein_coding,U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453],naked_mole_rat
ENSHGLG00000034502,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000022926,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000044635,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000036005,,19,protein_coding,,naked_mole_rat
ENSHGLG00000047865,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000034140,U2,4,snRNA,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],naked_mole_rat
ENSHGLG00000005034,RFX5,19,protein_coding,regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986],naked_mole_rat
ENSHGLG00000006321,ATRAID,4,protein_coding,all-trans retinoic acid induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090],naked_mole_rat
ENSHGLG00000007806,PDLIM2,6,protein_coding,PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992],naked_mole_rat
ENSHGLG00000049943,U6,4,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],naked_mole_rat
ENSHGLG00000009413,CRYAA,2,protein_coding,crystallin alpha A [Source:HGNC Symbol;Acc:HGNC:2388],naked_mole_rat
ENSHGLG00000034993,ATP6V1B1,4,protein_coding,ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853],naked_mole_rat
ENSHGLG00000006708,PI4KB,19,protein_coding,phosphatidylinositol 4-kinase beta [Source:UniProtKB Gene Name;Acc:A0A0P6J9U2],naked_mole_rat
ENSHGLG00000006039,CAD,4,protein_coding,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]",naked_mole_rat
ENSHGLG00000040196,STC1,6,protein_coding,stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373],naked_mole_rat
ENSHGLG00000007851,SFXN5,4,protein_coding,sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073],naked_mole_rat
ENSHGLG00000007965,ATP6V1B2,6,protein_coding,ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854],naked_mole_rat
ENSHGLG00000009448,,2,protein_coding,,naked_mole_rat
ENSHGLG00000016716,AIRE,2,protein_coding,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360],naked_mole_rat
ENSHGLG00000048578,,6,protein_coding,,naked_mole_rat
ENSHGLG00000044107,TRIM60,6,protein_coding,tripartite motif containing 60 [Source:HGNC Symbol;Acc:HGNC:21162],naked_mole_rat
ENSHGLG00000017234,PFKL,2,protein_coding,"phosphofructokinase, liver type [Source:UniProtKB Gene Name;Acc:A0A0P6JH22]",naked_mole_rat
ENSHGLG00000009054,,19,protein_coding,,naked_mole_rat
ENSHGLG00000042682,,6,protein_coding,,naked_mole_rat
ENSHGLG00000043593,PHYHIP,6,protein_coding,phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865],naked_mole_rat
ENSHGLG00000016027,,2,protein_coding,cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260],naked_mole_rat
ENSHGLG00000015318,PSMD4,19,protein_coding,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9561]",naked_mole_rat
ENSHGLG00000017673,ADAM7,6,protein_coding,ADAM metallopeptidase domain 7 [Source:HGNC Symbol;Acc:HGNC:214],naked_mole_rat
ENSHGLG00000018785,TRPM2,2,protein_coding,transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339],naked_mole_rat
ENSHGLG00000013312,,19,protein_coding,,naked_mole_rat
ENSHGLG00000049813,,6,protein_coding,,naked_mole_rat
ENSHGLG00000017830,ETS2,2,protein_coding,"ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]",naked_mole_rat
ENSHGLG00000011973,,19,protein_coding,,naked_mole_rat
ENSHGLG00000013962,BMP1,6,protein_coding,bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067],naked_mole_rat
ENSHGLG00000014503,,19,pseudogene,,naked_mole_rat
ENSHGLG00000042683,,2,protein_coding,,naked_mole_rat
ENSHGLG00000006120,,6,pseudogene,,naked_mole_rat
ENSHGLG00000013670,SIK1,2,protein_coding,salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142],naked_mole_rat
ENSHGLG00000003157,,2,protein_coding,,naked_mole_rat
ENSHGLG00000012884,RORC,19,protein_coding,RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260],naked_mole_rat
ENSHGLG00000038362,ANKRD37,6,protein_coding,ankyrin repeat domain 37 [Source:UniProtKB Gene Name;Acc:G5B2W6],naked_mole_rat
ENSHGLG00000004771,,4,protein_coding,,naked_mole_rat
ENSHGLG00000016490,AGBL5,4,protein_coding,AGBL carboxypeptidase 5 [Source:UniProtKB Gene Name;Acc:A0A0P6J6P0],naked_mole_rat
ENSHGLG00000002942,RABGGTA,2,protein_coding,Rab geranylgeranyltransferase subunit alpha [Source:HGNC Symbol;Acc:HGNC:9795],naked_mole_rat
ENSHGLG00000009228,,2,protein_coding,,naked_mole_rat
ENSHGLG00000044939,LINGO4,19,protein_coding,leucine rich repeat and Ig domain containing 4 [Source:HGNC Symbol;Acc:HGNC:31814],naked_mole_rat
ENSHGLG00000003584,UFSP2,6,protein_coding,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640],naked_mole_rat
ENSHGLG00000045422,,2,protein_coding,,naked_mole_rat
ENSHGLG00000007478,TDRKH,19,protein_coding,tudor and KH domain containing [Source:UniProtKB Gene Name;Acc:A0A0P6JHD2],naked_mole_rat
ENSHGLG00000008796,HSF2BP,2,protein_coding,heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226],naked_mole_rat
ENSHGLG00000004232,CFAP96,6,protein_coding,cilia and flagella associated protein 96 [Source:HGNC Symbol;Acc:HGNC:34346],naked_mole_rat
ENSHGLG00000010116,EMILIN1,4,protein_coding,elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880],naked_mole_rat
ENSHGLG00000042952,,2,protein_coding,,naked_mole_rat
ENSHGLG00000037207,DHRS1,2,protein_coding,dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445],naked_mole_rat
ENSHGLG00000016984,KHK,4,protein_coding,ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315],naked_mole_rat
ENSHGLG00000004968,,2,protein_coding,,naked_mole_rat
ENSHGLG00000007542,CCDC110,6,protein_coding,coiled-coil domain containing 110 [Source:HGNC Symbol;Acc:HGNC:28504],naked_mole_rat
ENSHGLG00000048260,OAZ3,19,protein_coding,ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097],naked_mole_rat
ENSHGLG00000040957,,2,protein_coding,,naked_mole_rat
ENSHGLG00000032894,,6,protein_coding,,naked_mole_rat
ENSHGLG00000017028,CGREF1,4,protein_coding,cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962],naked_mole_rat
ENSHGLG00000044925,MRPL9,19,protein_coding,mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277],naked_mole_rat
ENSHGLG00000007574,TFF3,2,protein_coding,trefoil factor 3 [Source:HGNC Symbol;Acc:HGNC:11757],naked_mole_rat
ENSHGLG00000009105,RIIAD1,19,protein_coding,regulatory subunit of type II PKA R-subunit domain containing 1 [Source:UniProtKB Gene Name;Acc:G5B8L3],naked_mole_rat
ENSHGLG00000006500,TFF2,2,protein_coding,trefoil factor 2 [Source:HGNC Symbol;Acc:HGNC:11756],naked_mole_rat
ENSHGLG00000003784,PRIMPOL,6,protein_coding,primase and DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:26575],naked_mole_rat
ENSHGLG00000034110,ABHD1,4,protein_coding,abhydrolase domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A0N8ETZ3],naked_mole_rat
ENSHGLG00000050421,,2,protein_coding,,naked_mole_rat
ENSHGLG00000047853,,19,protein_coding,,naked_mole_rat
ENSHGLG00000017867,PSMG1,2,protein_coding,proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043],naked_mole_rat
ENSHGLG00000007142,PREB,4,protein_coding,prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356],naked_mole_rat
ENSHGLG00000020537,,19,protein_coding,,naked_mole_rat
ENSHGLG00000002852,NOP9,2,protein_coding,NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826],naked_mole_rat
ENSHGLG00000003587,SEMA4A,19,protein_coding,semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729],naked_mole_rat
ENSHGLG00000013643,,4,pseudogene,,naked_mole_rat
ENSHGLG00000003694,MTMR7,6,protein_coding,myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454],naked_mole_rat
ENSHGLG00000047445,LTB4R2,2,protein_coding,leukotriene B4 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19260],naked_mole_rat
ENSHGLG00000017544,SLC30A3,4,protein_coding,solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014],naked_mole_rat
ENSHGLG00000002818,CIDEB,2,protein_coding,cell death inducing DFFA like effector b [Source:UniProtKB Gene Name;Acc:A0A0P6J250],naked_mole_rat
ENSHGLG00000017831,,2,protein_coding,,naked_mole_rat
ENSHGLG00000012562,DNAJC5G,4,protein_coding,DnaJ heat shock protein family (Hsp40) member C5 gamma [Source:HGNC Symbol;Acc:HGNC:24844],naked_mole_rat
ENSHGLG00000002722,LTB4R,2,protein_coding,leukotriene B4 receptor [Source:HGNC Symbol;Acc:HGNC:6713],naked_mole_rat
ENSHGLG00000001787,ADCY4,2,protein_coding,adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235],naked_mole_rat
ENSHGLG00000013162,TRIM54,4,protein_coding,tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008],naked_mole_rat
ENSHGLG00000042854,,2,protein_coding,,naked_mole_rat
ENSHGLG00000034155,,2,protein_coding,,naked_mole_rat
ENSHGLG00000001391,CMA1,2,protein_coding,chymase 1 [Source:HGNC Symbol;Acc:HGNC:2097],naked_mole_rat
ENSHGLG00000006804,VPS37A,6,protein_coding,VPS37A subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:24928],naked_mole_rat
ENSHGLG00000007226,MPV17,4,protein_coding,mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224],naked_mole_rat
ENSHGLG00000013690,HMGN1,2,protein_coding,high mobility group nucleosome binding domain 1 [Source:UniProtKB Gene Name;Acc:A0A0P6J218],naked_mole_rat
ENSHGLG00000003064,,2,protein_coding,,naked_mole_rat
ENSHGLG00000035898,PGP,23,protein_coding,phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909],naked_mole_rat
ENSHGLG00000010596,,2,pseudogene,,naked_mole_rat
ENSHGLG00000006898,CNOT7,6,protein_coding,CCR4-NOT transcription complex subunit 7 [Source:UniProtKB Gene Name;Acc:G5B8F1],naked_mole_rat
ENSHGLG00000002857,,2,protein_coding,,naked_mole_rat
ENSHGLG00000046846,KCNJ15,2,protein_coding,potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261],naked_mole_rat
ENSHGLG00000032740,,23,protein_coding,,naked_mole_rat
ENSHGLG00000039193,FBXL16,23,protein_coding,F-box and leucine rich repeat protein 16 [Source:UniProtKB Gene Name;Acc:G5BXV6],naked_mole_rat
ENSHGLG00000002789,GZMH,2,protein_coding,granzyme H [Source:HGNC Symbol;Acc:HGNC:4710],naked_mole_rat
ENSHGLG00000008184,ZDHHC2,6,protein_coding,zinc finger DHHC-type palmitoyltransferase 2 [Source:UniProtKB Gene Name;Acc:A0A0P6JDY1],naked_mole_rat
ENSHGLG00000007652,,4,protein_coding,,naked_mole_rat
ENSHGLG00000040863,,2,protein_coding,,naked_mole_rat
ENSHGLG00000048240,,2,protein_coding,,naked_mole_rat
ENSHGLG00000048687,,2,protein_coding,,naked_mole_rat
ENSHGLG00000007911,TMPRSS3,2,protein_coding,transmembrane serine protease 3 [Source:HGNC Symbol;Acc:HGNC:11877],naked_mole_rat
ENSHGLG00000009335,EIF2B4,4,protein_coding,eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260],naked_mole_rat
ENSHGLG00000010341,,6,protein_coding,,naked_mole_rat
ENSHGLG00000013835,DMXL2,2,protein_coding,Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938],naked_mole_rat
ENSHGLG00000003362,MICU3,6,protein_coding,mitochondrial calcium uptake family member 3 [Source:HGNC Symbol;Acc:HGNC:27820],naked_mole_rat
ENSHGLG00000042917,,2,protein_coding,,naked_mole_rat
ENSHGLG00000008791,SNX17,4,protein_coding,sorting nexin 17 [Source:UniProtKB Gene Name;Acc:G5BZ07],naked_mole_rat
ENSHGLG00000004116,FGF20,6,protein_coding,fibroblast growth factor 20 [Source:HGNC Symbol;Acc:HGNC:3677],naked_mole_rat
ENSHGLG00000013836,MYO5A,2,protein_coding,myosin VA [Source:UniProtKB Gene Name;Acc:A0A0P6JX10],naked_mole_rat
ENSHGLG00000007082,ZNF513,4,protein_coding,zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498],naked_mole_rat
ENSHGLG00000018912,ENPP6,6,protein_coding,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:UniProtKB Gene Name;Acc:G5CAL2],naked_mole_rat
ENSHGLG00000003684,UBQLN4,19,protein_coding,ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237],naked_mole_rat
ENSHGLG00000036352,LAMTOR2,19,protein_coding,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]",naked_mole_rat
ENSHGLG00000013087,HORMAD1,19,protein_coding,HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245],naked_mole_rat
ENSHGLG00000034460,,6,protein_coding,,naked_mole_rat
ENSHGLG00000042052,GOLPH3L,19,protein_coding,golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882],naked_mole_rat
ENSHGLG00000049426,,19,protein_coding,,naked_mole_rat
ENSHGLG00000036614,UBASH3A,2,protein_coding,ubiquitin associated and SH3 domain containing A [Source:HGNC Symbol;Acc:HGNC:12462],naked_mole_rat
ENSHGLG00000017188,RWDD4,6,protein_coding,RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750],naked_mole_rat
ENSHGLG00000017646,MAN1A2,19,protein_coding,mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822],naked_mole_rat
ENSHGLG00000038794,ARPP19,2,protein_coding,cAMP regulated phosphoprotein 19 [Source:UniProtKB Gene Name;Acc:A0A0P6J792],naked_mole_rat
ENSHGLG00000046426,ONECUT1,2,protein_coding,one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138],naked_mole_rat
ENSHGLG00000049057,,19,pseudogene,,naked_mole_rat
ENSHGLG00000002548,,2,protein_coding,,naked_mole_rat
ENSHGLG00000017506,,19,protein_coding,,naked_mole_rat
ENSHGLG00000015695,TRAPPC11,6,protein_coding,trafficking protein particle complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25751],naked_mole_rat
ENSHGLG00000002405,,2,pseudogene,,naked_mole_rat
ENSHGLG00000016344,HCN3,19,protein_coding,hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:HGNC Symbol;Acc:HGNC:19183],naked_mole_rat
ENSHGLG00000032590,,2,protein_coding,,naked_mole_rat
ENSHGLG00000007900,TRIM46,19,protein_coding,tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019],naked_mole_rat
ENSHGLG00000007144,,14,protein_coding,,naked_mole_rat
ENSHGLG00000046038,HOXA3,14,protein_coding,homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104],naked_mole_rat
ENSHGLG00000001382,NFATC4,2,protein_coding,nuclear factor of activated T cells 4 [Source:UniProtKB Gene Name;Acc:A0A0P6JDG6],naked_mole_rat
ENSHGLG00000008969,,6,protein_coding,,naked_mole_rat
ENSHGLG00000048807,HOXA4,14,protein_coding,homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105],naked_mole_rat
ENSHGLG00000016863,HOXA5,14,protein_coding,homeobox A5 [Source:HGNC Symbol;Acc:HGNC:5106],naked_mole_rat
ENSHGLG00000046450,CYP4V2,6,protein_coding,cytochrome P450 family 4 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:23198],naked_mole_rat
ENSHGLG00000003134,,2,protein_coding,,naked_mole_rat
ENSHGLG00000008900,KRTCAP2,19,protein_coding,keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942],naked_mole_rat
ENSHGLG00000012972,GET1,2,protein_coding,guided entry of tail-anchored proteins factor 1 [Source:HGNC Symbol;Acc:HGNC:12790],naked_mole_rat
ENSHGLG00000043027,,14,protein_coding,,naked_mole_rat
ENSHGLG00000009270,ANKRD34A,19,protein_coding,ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639],naked_mole_rat
ENSHGLG00000015600,KLKB1,6,protein_coding,kallikrein B1 [Source:HGNC Symbol;Acc:HGNC:6371],naked_mole_rat
ENSHGLG00000037053,,22,protein_coding,,naked_mole_rat
ENSHGLG00000044589,,2,protein_coding,,naked_mole_rat
ENSHGLG00000049659,NEUROD6,14,protein_coding,neuronal differentiation 6 [Source:HGNC Symbol;Acc:HGNC:13804],naked_mole_rat
ENSHGLG00000003322,F11,6,protein_coding,coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529],naked_mole_rat
ENSHGLG00000005354,HIBADH,14,protein_coding,3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB Gene Name;Acc:A0A0P6J8T6],naked_mole_rat
ENSHGLG00000046941,EEF1G,22,protein_coding,eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213],naked_mole_rat
ENSHGLG00000015469,SH3BGR,2,protein_coding,SH3 domain binding glutamate rich protein [Source:HGNC Symbol;Acc:HGNC:10822],naked_mole_rat
ENSHGLG00000005879,POLR3GL,19,protein_coding,RNA polymerase III subunit GL [Source:UniProtKB Gene Name;Acc:G5BBN3],naked_mole_rat
ENSHGLG00000034389,,22,protein_coding,,naked_mole_rat
ENSHGLG00000041964,,6,protein_coding,,naked_mole_rat
ENSHGLG00000040175,,2,protein_coding,,naked_mole_rat
ENSHGLG00000045326,HOXA9,14,protein_coding,homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109],naked_mole_rat
ENSHGLG00000015901,,2,protein_coding,,naked_mole_rat
ENSHGLG00000006831,MTNR1A,6,protein_coding,melatonin receptor 1A [Source:HGNC Symbol;Acc:HGNC:7463],naked_mole_rat
ENSHGLG00000002148,NYNRIN,2,protein_coding,NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165],naked_mole_rat
ENSHGLG00000050027,HOXA10,14,protein_coding,homeobox A10 [Source:HGNC Symbol;Acc:HGNC:5100],naked_mole_rat
ENSHGLG00000041638,,6,protein_coding,,naked_mole_rat
ENSHGLG00000005500,RSPH1,2,protein_coding,radial spoke head component 1 [Source:HGNC Symbol;Acc:HGNC:12371],naked_mole_rat
ENSHGLG00000037481,,22,protein_coding,,naked_mole_rat
ENSHGLG00000005601,FRG1,6,protein_coding,FSHD region 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JH99],naked_mole_rat
ENSHGLG00000041391,CBLN3,2,protein_coding,cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146],naked_mole_rat
ENSHGLG00000004129,ASB15,14,protein_coding,ankyrin repeat and SOCS box containing 15 [Source:HGNC Symbol;Acc:HGNC:19767],naked_mole_rat
ENSHGLG00000006285,ASAH1,6,protein_coding,N-acylsphingosine amidohydrolase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JG37],naked_mole_rat
ENSHGLG00000003814,LMOD2,14,protein_coding,leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648],naked_mole_rat
ENSHGLG00000008351,SLC37A1,2,protein_coding,solute carrier family 37 member 1 [Source:UniProtKB Gene Name;Acc:A0A0P6K362],naked_mole_rat
ENSHGLG00000048989,,14,protein_coding,,naked_mole_rat
ENSHGLG00000018699,CRHR2,14,protein_coding,corticotropin releasing hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:2358],naked_mole_rat
ENSHGLG00000001740,KHNYN,2,protein_coding,KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166],naked_mole_rat
ENSHGLG00000015085,,2,protein_coding,,naked_mole_rat
ENSHGLG00000001566,SDR39U1,2,protein_coding,short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275],naked_mole_rat
ENSHGLG00000049108,STXBP6,2,protein_coding,syntaxin binding protein 6 [Source:UniProtKB Gene Name;Acc:A0A0P6K178],naked_mole_rat
ENSHGLG00000008493,WASL,14,protein_coding,WASP like actin nucleation promoting factor [Source:UniProtKB Gene Name;Acc:A0A0P6JHX0],naked_mole_rat
ENSHGLG00000010360,PCM1,6,protein_coding,pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727],naked_mole_rat
ENSHGLG00000005099,VPS26C,2,protein_coding,VPS26 endosomal protein sorting factor C [Source:HGNC Symbol;Acc:HGNC:3044],naked_mole_rat
ENSHGLG00000040544,,2,pseudogene,,naked_mole_rat
ENSHGLG00000035437,,22,protein_coding,,naked_mole_rat
ENSHGLG00000002596,GZMB,2,protein_coding,granzyme B [Source:HGNC Symbol;Acc:HGNC:4709],naked_mole_rat
ENSHGLG00000019390,SLC13A1,14,protein_coding,solute carrier family 13 member 1 [Source:UniProtKB Gene Name;Acc:A0A0P6J6T0],naked_mole_rat
ENSHGLG00000001901,G2E3,2,protein_coding,G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338],naked_mole_rat
ENSHGLG00000038948,,22,protein_coding,,naked_mole_rat
ENSHGLG00000013143,SLC19A1,2,protein_coding,solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937],naked_mole_rat
ENSHGLG00000045024,,2,protein_coding,,naked_mole_rat
ENSHGLG00000002694,SCFD1,2,protein_coding,sec1 family domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A0P6JAC9],naked_mole_rat
ENSHGLG00000034759,,22,pseudogene,,naked_mole_rat
ENSHGLG00000016256,,14,protein_coding,,naked_mole_rat
ENSHGLG00000018308,,2,protein_coding,,naked_mole_rat
ENSHGLG00000029155,,22,protein_coding,,naked_mole_rat
ENSHGLG00000049016,JAZF1,14,protein_coding,JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917],naked_mole_rat
ENSHGLG00000046269,,22,protein_coding,,naked_mole_rat
ENSHGLG00000033722,,22,protein_coding,,naked_mole_rat
ENSHGLG00000038478,,2,protein_coding,,naked_mole_rat
ENSHGLG00000016063,,14,protein_coding,,naked_mole_rat
ENSHGLG00000002837,,22,protein_coding,,naked_mole_rat
ENSHGLG00000034996,,6,protein_coding,,naked_mole_rat
ENSHGLG00000014926,,2,protein_coding,,naked_mole_rat
ENSHGLG00000046341,,22,protein_coding,,naked_mole_rat
ENSHGLG00000000109,METAP1,6,protein_coding,methionyl aminopeptidase 1 [Source:UniProtKB Gene Name;Acc:A0A0P6IXX3],naked_mole_rat
ENSHGLG00000002448,,2,protein_coding,,naked_mole_rat
