homo_sapiens_gene,heterocephalus_glaber_female_gene,orthology_type,perc_id,dn_ds
CERS5,ENSHGLG00000003946,ortholog_one2one,85.533,
CCDC136,ENSHGLG00000010818,ortholog_one2one,70.1022,
CDK5R1,ENSHGLG00000037917,ortholog_one2one,99.6743,
DEF8,ENSHGLG00000006703,ortholog_one2one,94.0133,
TMOD4,ENSHGLG00000010575,ortholog_one2one,96.5217,
GTF3C3,ENSHGLG00000002660,ortholog_one2one,90.6109,
STRADA,ENSHGLG00000018908,ortholog_one2one,95.1276,
PVR,ENSHGLG00000032944,ortholog_one2one,44.1758,
SHFL,ENSHGLG00000018950,ortholog_one2one,94.5205,
SDSL,ENSHGLG00000007693,ortholog_one2one,77.7778,
DPP3,ENSHGLG00000010108,ortholog_one2one,92.6075,
EPHX1,ENSHGLG00000003752,ortholog_one2one,77.2727,
DYNC2I1,ENSHGLG00000006228,ortholog_one2one,70.3671,
OLFM2,ENSHGLG00000005597,ortholog_one2one,88.501,
CAPG,ENSHGLG00000004995,ortholog_one2one,74.8837,
SSR3,ENSHGLG00000037144,ortholog_one2one,98.9189,
ZNF558,ENSHGLG00000037845,ortholog_one2one,88.806,
ASIC1,ENSHGLG00000004300,ortholog_one2one,73.0018,
RABGEF1,ENSHGLG00000013753,ortholog_one2one,75.3577,
LAMB2,ENSHGLG00000014718,ortholog_one2one,87.5069,
RGL3,ENSHGLG00000032994,ortholog_one2one,56.4854,
RNF34,ENSHGLG00000013371,ortholog_one2one,66.5842,
RPL3L,ENSHGLG00000003329,ortholog_one2one,87.3051,
SCARB1,ENSHGLG00000012619,ortholog_one2one,65.1042,
MAPK3,ENSHGLG00000012077,ortholog_one2one,96.3061,
TMEM248,ENSHGLG00000015603,ortholog_one2one,82.4513,
CARS1,ENSHGLG00000010898,ortholog_one2one,86.215,
HPS3,ENSHGLG00000012977,ortholog_one2one,88.1026,
CDK6,ENSHGLG00000013892,ortholog_one2one,98.773,
COX4I1,ENSHGLG00000040940,ortholog_one2one,63.4615,
SBDS,ENSHGLG00000009671,ortholog_one2one,96.8,
SCAMP3,ENSHGLG00000013280,ortholog_one2one,91.4286,
LLGL2,ENSHGLG00000011075,ortholog_one2one,85.316,
GFM1,ENSHGLG00000016855,ortholog_one2one,92.0424,
AGAP3,ENSHGLG00000036286,ortholog_one2one,59.3814,
ROGDI,ENSHGLG00000018315,ortholog_one2one,96.5278,
UBXN11,ENSHGLG00000014636,ortholog_one2one,75.2535,
RIMBP2,ENSHGLG00000016862,ortholog_one2one,80.642,
SCAP,ENSHGLG00000011335,ortholog_one2one,69.469,
TNNI3K,ENSHGLG00000006354,ortholog_one2one,86.6584,
YIPF4,ENSHGLG00000008283,ortholog_one2one,94.8207,
RAMP1,ENSHGLG00000044706,ortholog_one2one,34.0426,
PRADC1,ENSHGLG00000015353,ortholog_one2one,97.8723,
TRPT1,ENSHGLG00000013748,ortholog_one2one,56.2682,
PYROXD1,ENSHGLG00000010013,ortholog_one2one,89.4212,
AGRP,ENSHGLG00000010211,ortholog_one2one,82.9457,
INSIG2,ENSHGLG00000048151,ortholog_one2one,98.2222,
DNAJA2,ENSHGLG00000002235,ortholog_one2one,99.5146,
ATG4B,ENSHGLG00000018630,ortholog_one2one,71.5116,
CRLF1,ENSHGLG00000006747,ortholog_one2one,79.802,
PIGQ,ENSHGLG00000005252,ortholog_one2one,86.0585,
ECM1,ENSHGLG00000010310,ortholog_one2one,65.1163,
ZNF426,ENSHGLG00000009845,ortholog_one2one,81.0964,
HOMER3,ENSHGLG00000006851,ortholog_one2one,86.087,
TRPC6,ENSHGLG00000000680,ortholog_one2one,96.1332,
GAPDH,ENSHGLG00000002856,ortholog_one2one,95.1952,
B4GALT3,ENSHGLG00000011414,ortholog_one2one,92.5481,
TNPO3,ENSHGLG00000004463,ortholog_one2one,99.675,
LSP1,ENSHGLG00000049573,ortholog_one2one,62.5668,
HEMK1,ENSHGLG00000011865,ortholog_one2one,80.5882,
KLHDC4,ENSHGLG00000018793,ortholog_one2one,65.6693,
IRGQ,ENSHGLG00000043298,ortholog_one2one,78.5714,
FIZ1,ENSHGLG00000049423,ortholog_one2one,59.1753,
ZNF524,ENSHGLG00000042863,ortholog_one2one,64.7651,
EFEMP1,ENSHGLG00000007156,ortholog_one2one,90.4858,
ZDHHC3,ENSHGLG00000011182,ortholog_one2one,57.5964,
CACHD1,ENSHGLG00000018425,ortholog_one2one,94.7743,
TMIGD1,ENSHGLG00000011492,ortholog_one2one,71.7557,
RHBDF2,ENSHGLG00000007384,ortholog_one2one,90.8434,
PADI2,ENSHGLG00000016874,ortholog_one2one,92.6316,
C3orf18,ENSHGLG00000011560,ortholog_one2one,77.907,
ZBTB44,ENSHGLG00000002173,ortholog_one2one,88.4553,
HPCAL4,ENSHGLG00000037547,ortholog_one2one,70.7407,
SLC49A4,ENSHGLG00000002042,ortholog_one2one,96.2264,
SIGIRR,ENSHGLG00000007089,ortholog_one2one,71.7573,
LRRN3,ENSHGLG00000045388,ortholog_one2one,93.2203,
RECQL,ENSHGLG00000009712,ortholog_one2one,80.7479,
AGK,ENSHGLG00000046237,ortholog_one2one,85.4626,
C1orf116,ENSHGLG00000017184,ortholog_one2one,60.1852,
KBTBD4,ENSHGLG00000047234,ortholog_one2one,91.2,
SLC39A1,ENSHGLG00000007034,ortholog_one2one,91.6667,
USP13,ENSHGLG00000014472,ortholog_one2one,95.7062,
D2HGDH,ENSHGLG00000003119,ortholog_one2one,59.4249,
UCP3,ENSHGLG00000003428,ortholog_one2one,88.3117,
SLC25A19,ENSHGLG00000005191,ortholog_one2one,81.761,
CLUAP1,ENSHGLG00000014230,ortholog_one2one,85.4167,
SLC6A13,ENSHGLG00000013664,ortholog_one2one,84.8,
NTNG1,ENSHGLG00000014793,ortholog_one2one,96.1326,
HINFP,ENSHGLG00000008906,ortholog_one2one,87.7863,
C1orf35,ENSHGLG00000001640,ortholog_one2one,45.7627,
MVK,ENSHGLG00000049725,ortholog_one2one,81.8182,
MFSD4A,ENSHGLG00000009280,ortholog_one2one,71.3523,
EDC4,ENSHGLG00000016833,ortholog_one2one,94.7518,
KPNA4,ENSHGLG00000012364,ortholog_one2one,86.9792,
MEIS1,ENSHGLG00000012586,ortholog_one2one,79.4926,
DHRS3,ENSHGLG00000010111,ortholog_one2one,70.8333,
VSIG10,ENSHGLG00000011958,ortholog_one2one,76.6791,
CDK14,ENSHGLG00000017316,ortholog_one2one,85.2295,
CSRP2,ENSHGLG00000038259,ortholog_one2one,79.2208,
PSMD13,ENSHGLG00000017609,ortholog_one2one,90.5941,
CREB3L4,ENSHGLG00000033275,ortholog_one2one,51.2821,
IQCG,ENSHGLG00000018834,ortholog_one2one,69.4511,
GALK1,ENSHGLG00000006114,ortholog_one2one,56.25,
UBXN2A,ENSHGLG00000031997,ortholog_one2one,83.1683,
LRRC23,ENSHGLG00000000873,ortholog_one2one,59.0426,
PCYT2,ENSHGLG00000004533,ortholog_one2one,89.1358,
GLT8D1,ENSHGLG00000031909,ortholog_one2one,92.9919,
CCDC93,ENSHGLG00000016311,ortholog_one2one,86.2629,
KCNH3,ENSHGLG00000007224,ortholog_one2one,94.5971,
KBTBD3,ENSHGLG00000015784,ortholog_one2one,93.7807,
CHCHD2,ENSHGLG00000015755,ortholog_one2one,46.0967,
NELL1,ENSHGLG00000008681,ortholog_one2one,93.3251,
IQCD,ENSHGLG00000015686,ortholog_one2one,70.6818,
NUTF2,ENSHGLG00000035289,ortholog_one2one,68.5714,
DDC,ENSHGLG00000017870,ortholog_one2one,86.875,
GLTP,ENSHGLG00000035359,ortholog_one2one,56.5056,
NAGK,ENSHGLG00000015917,ortholog_one2one,88.3721,
TCTN2,ENSHGLG00000035009,ortholog_one2one,58.2908,
ABCB10,ENSHGLG00000016571,ortholog_one2one,78.8732,
ZDBF2,ENSHGLG00000044712,ortholog_one2one,51.4712,
RERG,ENSHGLG00000043638,ortholog_one2one,100.0,
SLC6A12,ENSHGLG00000005175,ortholog_one2one,87.3977,
PPIG,ENSHGLG00000010757,ortholog_one2one,93.8911,
JAM3,ENSHGLG00000033528,ortholog_one2one,85.9756,
CPN2,ENSHGLG00000014760,ortholog_one2one,89.0785,
ALDH1L1,ENSHGLG00000007673,ortholog_one2one,92.1286,
MUTYH,ENSHGLG00000001741,ortholog_one2one,73.5192,
PIK3C2A,ENSHGLG00000007454,ortholog_one2one,81.6543,
FAM124B,ENSHGLG00000039344,ortholog_one2one,67.7632,
RTN4,ENSHGLG00000027971,ortholog_one2one,84.0871,
ADM,ENSHGLG00000018418,ortholog_one2one,64.2857,
CARNS1,ENSHGLG00000015759,ortholog_one2one,89.8853,
PSMD12,ENSHGLG00000000655,ortholog_one2one,91.5294,
LMO1,ENSHGLG00000008805,ortholog_one2one,91.9255,
CYCS,ENSHGLG00000021419,ortholog_one2one,78.75,
SLC37A2,ENSHGLG00000005239,ortholog_one2one,86.166,
AMPH,ENSHGLG00000008101,ortholog_one2one,70.1235,
OTOP3,ENSHGLG00000006064,ortholog_one2one,77.6294,
GNGT2,ENSHGLG00000048834,ortholog_one2one,75.3623,
DNAJC4,ENSHGLG00000010363,ortholog_one2one,63.2653,
ASB3,ENSHGLG00000019613,ortholog_one2one,76.0943,
SNF8,ENSHGLG00000011519,ortholog_one2one,77.2586,
ACCS,ENSHGLG00000018000,ortholog_one2one,71.267,
IHO1,ENSHGLG00000045203,ortholog_one2one,66.5552,
GLOD4,ENSHGLG00000033335,ortholog_one2one,78.1609,
NUDCD3,ENSHGLG00000015378,ortholog_one2one,66.2252,
MRGPRF,ENSHGLG00000042564,ortholog_one2one,81.2849,
NDUFV1,ENSHGLG00000042428,ortholog_one2one,96.5591,
OGDH,ENSHGLG00000008706,ortholog_one2one,93.5946,
ILKAP,ENSHGLG00000005371,ortholog_one2one,95.4082,
MRPL38,ENSHGLG00000008639,ortholog_one2one,88.1579,
ZBTB38,ENSHGLG00000011669,ortholog_one2one,90.536,
CA4,ENSHGLG00000010334,ortholog_one2one,64.4231,
PLEKHG6,ENSHGLG00000001657,ortholog_one2one,80.8974,
ABCA5,ENSHGLG00000001910,ortholog_one2one,91.0202,
RAB3IL1,ENSHGLG00000047074,ortholog_one2one,44.639,
CCNL1,ENSHGLG00000011933,ortholog_one2one,97.9167,
USP7,ENSHGLG00000018774,ortholog_one2one,99.1826,
AAMP,ENSHGLG00000016373,ortholog_one2one,85.7143,
HYOU1,ENSHGLG00000006941,ortholog_one2one,91.4634,
SLC11A2,ENSHGLG00000015898,ortholog_one2one,76.0417,
CCDC66,ENSHGLG00000002221,ortholog_one2one,69.2308,
GCGR,ENSHGLG00000004371,ortholog_one2one,84.1667,
ZNF668,ENSHGLG00000019042,ortholog_one2one,90.4376,
QPCT,ENSHGLG00000015088,ortholog_one2one,65.8898,
BANP,ENSHGLG00000009601,ortholog_one2one,95.2475,
SOCS5,ENSHGLG00000006519,ortholog_one2one,95.8955,
SLC8A1,ENSHGLG00000015808,ortholog_one2one,94.995,
WDR49,ENSHGLG00000018741,ortholog_one2one,57.4114,
SLC33A1,ENSHGLG00000042989,ortholog_one2one,92.8705,
SEMA3F,ENSHGLG00000014917,ortholog_one2one,96.051,
TEN1,ENSHGLG00000019153,ortholog_one2one,96.6325,
ERLEC1,ENSHGLG00000019605,ortholog_one2one,97.1014,
NAA25,ENSHGLG00000017392,ortholog_one2one,96.6014,
GIT1,ENSHGLG00000006956,ortholog_one2one,96.401,
COL6A3,ENSHGLG00000012006,ortholog_one2one,83.7591,
GPR85,ENSHGLG00000033932,ortholog_one2one,100.0,
TMEM52B,ENSHGLG00000009418,ortholog_one2one,72.1053,
COPG1,ENSHGLG00000039038,ortholog_one2one,80.4264,
C7orf25,ENSHGLG00000041934,ortholog_one2one,93.2153,
CYP51A1,ENSHGLG00000016647,ortholog_one2one,89.0625,
PPTC7,ENSHGLG00000048855,ortholog_one2one,99.0228,
ACSS3,ENSHGLG00000004579,ortholog_one2one,92.5656,
LAT2,ENSHGLG00000011086,ortholog_one2one,76.7913,
CREBL2,ENSHGLG00000049942,ortholog_one2one,80.0,
GALNT9,ENSHGLG00000040511,ortholog_one2one,59.8985,
KCTD6,ENSHGLG00000043396,ortholog_one2one,98.7288,
METTL1,ENSHGLG00000040341,ortholog_one2one,83.2215,
GALNT15,ENSHGLG00000016517,ortholog_one2one,93.4272,
MYO1A,ENSHGLG00000016942,ortholog_one2one,80.6573,
FADS6,ENSHGLG00000002762,ortholog_one2one,81.338,
POGLUT1,ENSHGLG00000037001,ortholog_one2one,78.4017,
STK39,ENSHGLG00000004279,ortholog_one2one,97.1963,
NRF1,ENSHGLG00000012592,ortholog_one2one,89.8667,
CIITA,ENSHGLG00000013484,ortholog_one2one,72.3037,
P2RX4,ENSHGLG00000012894,ortholog_one2one,85.8974,
UNC45B,ENSHGLG00000002117,ortholog_one2one,94.7368,
GALNT13,ENSHGLG00000008663,ortholog_one2one,99.4604,
NCF2,ENSHGLG00000018696,ortholog_one2one,75.0809,
STXBP3,ENSHGLG00000017668,ortholog_one2one,95.7841,
AASS,ENSHGLG00000006193,ortholog_one2one,87.905,
SDHAF2,ENSHGLG00000032097,ortholog_one2one,41.3613,
CAMK1,ENSHGLG00000050587,ortholog_one2one,70.9742,
NUP107,ENSHGLG00000000927,ortholog_one2one,82.3344,
NLRX1,ENSHGLG00000016390,ortholog_one2one,83.1384,
PPIL3,ENSHGLG00000035729,ortholog_one2one,78.0,
KCTD13,ENSHGLG00000049521,ortholog_one2one,95.7317,
CNTN3,ENSHGLG00000002080,ortholog_one2one,91.9463,
THPO,ENSHGLG00000043140,ortholog_one2one,78.8571,
DUS2,ENSHGLG00000018885,ortholog_one2one,78.0919,
CLDN16,ENSHGLG00000018130,ortholog_one2one,68.75,
SECTM1,ENSHGLG00000050571,ortholog_one2one,35.4839,
PRDX5,ENSHGLG00000010351,ortholog_one2one,67.4009,
CLCN2,ENSHGLG00000012758,ortholog_one2one,93.5627,
IL12RB2,ENSHGLG00000005676,ortholog_one2one,50.9368,
TECPR1,ENSHGLG00000018344,ortholog_one2one,81.7717,
FAM20A,ENSHGLG00000040292,ortholog_one2one,83.1325,
PDE3B,ENSHGLG00000004812,ortholog_one2one,85.5717,
USP37,ENSHGLG00000013897,ortholog_one2one,93.7372,
PNPO,ENSHGLG00000013159,ortholog_one2one,78.3972,
MYL2,ENSHGLG00000033685,ortholog_one2one,97.5904,
TAC1,ENSHGLG00000001397,ortholog_one2one,96.1538,
PLEKHM1,ENSHGLG00000048030,ortholog_one2one,79.4702,
METTL6,ENSHGLG00000006022,ortholog_one2one,47.9846,
SPON1,ENSHGLG00000010146,ortholog_one2one,96.6376,
ADCYAP1R1,ENSHGLG00000005424,ortholog_one2one,80.5343,
SLC6A20,ENSHGLG00000016753,ortholog_one2one,85.2792,
FEZ1,ENSHGLG00000008368,ortholog_one2one,97.449,
CACNG1,ENSHGLG00000000787,ortholog_one2one,71.4286,
MYH1,ENSHGLG00000010506,ortholog_one2one,92.9181,
FAM107A,ENSHGLG00000039598,ortholog_one2one,90.0763,
ERGIC2,ENSHGLG00000007580,ortholog_one2one,97.0822,
POLR2H,ENSHGLG00000048890,ortholog_one2one,100.0,
PPP1R1C,ENSHGLG00000035196,ortholog_one2one,53.4247,
IWS1,ENSHGLG00000004975,ortholog_one2one,89.0625,
TNN,ENSHGLG00000009822,ortholog_one2one,68.2896,
FMNL3,ENSHGLG00000007126,ortholog_one2one,95.7198,
VMP1,ENSHGLG00000007665,ortholog_one2one,91.8415,
APIP,ENSHGLG00000011839,ortholog_one2one,89.2857,
MERTK,ENSHGLG00000005187,ortholog_one2one,82.6389,
RNASEL,ENSHGLG00000004930,ortholog_one2one,68.8347,
ASIC3,ENSHGLG00000009218,ortholog_one2one,71.5631,
TMEM167B,ENSHGLG00000049341,ortholog_one2one,100.0,
ITGA6,ENSHGLG00000010983,ortholog_one2one,86.5368,
FLI1,ENSHGLG00000001522,ortholog_one2one,90.5544,
EI24,ENSHGLG00000009064,ortholog_one2one,93.5103,
OGFOD2,ENSHGLG00000033488,ortholog_one2one,80.5333,
PDHB,ENSHGLG00000003420,ortholog_one2one,90.2141,
SUN1,ENSHGLG00000009193,ortholog_one2one,62.1592,
EPN3,ENSHGLG00000018546,ortholog_one2one,70.5882,
FAM234A,ENSHGLG00000003179,ortholog_one2one,71.9388,
CCDC80,ENSHGLG00000010040,ortholog_one2one,85.2004,
PLBD2,ENSHGLG00000009980,ortholog_one2one,64.7906,
CHI3L1,ENSHGLG00000005828,ortholog_one2one,66.8889,
SLC6A4,ENSHGLG00000016732,ortholog_one2one,69.5985,
GALNT5,ENSHGLG00000040944,ortholog_one2one,76.3674,
RAB21,ENSHGLG00000032222,ortholog_one2one,97.7679,
HCLS1,ENSHGLG00000019092,ortholog_one2one,85.5346,
GCC2,ENSHGLG00000018970,ortholog_one2one,82.8079,
PXN,ENSHGLG00000003520,ortholog_one2one,90.737,
S100A14,ENSHGLG00000008860,ortholog_one2one,61.3333,
GALM,ENSHGLG00000014460,ortholog_one2one,80.5014,
GATA2,ENSHGLG00000000985,ortholog_one2one,97.4948,
SPSB1,ENSHGLG00000047110,ortholog_one2one,86.4469,
CAPN10,ENSHGLG00000002728,ortholog_one2one,80.2395,
TRIM11,ENSHGLG00000002253,ortholog_one2one,91.8803,
STIMATE,ENSHGLG00000043251,ortholog_one2one,74.9226,
FXR1,ENSHGLG00000018814,ortholog_one2one,90.8419,
CAPN2,ENSHGLG00000033303,ortholog_one2one,57.5203,
FOXRED1,ENSHGLG00000044040,ortholog_one2one,72.1591,
NR1H3,ENSHGLG00000014541,ortholog_one2one,66.747,
CHMP3,ENSHGLG00000007476,ortholog_one2one,67.7116,
NDUFAF7,ENSHGLG00000005543,ortholog_one2one,75.6539,
ARHGAP29,ENSHGLG00000013186,ortholog_one2one,82.0,
ODC1,ENSHGLG00000040384,ortholog_one2one,74.5098,
MARK1,ENSHGLG00000013879,ortholog_one2one,85.9813,
CX3CR1,ENSHGLG00000016099,ortholog_one2one,71.5328,
SMARCC1,ENSHGLG00000013300,ortholog_one2one,90.3419,
NELL2,ENSHGLG00000007898,ortholog_one2one,95.8486,
SLC30A2,ENSHGLG00000011416,ortholog_one2one,77.089,
SERTAD4,ENSHGLG00000038487,ortholog_one2one,76.5957,
CAMKK1,ENSHGLG00000019066,ortholog_one2one,94.6535,
NMNAT1,ENSHGLG00000050141,ortholog_one2one,69.7248,
TAOK3,ENSHGLG00000011803,ortholog_one2one,96.7825,
HPCA,ENSHGLG00000038601,ortholog_one2one,63.662,
NOTUM,ENSHGLG00000048049,ortholog_one2one,87.931,
ACTA1,ENSHGLG00000006223,ortholog_one2one,89.9761,
ESRRA,ENSHGLG00000011668,ortholog_one2one,76.7956,
TBCD,ENSHGLG00000012612,ortholog_one2one,77.1545,
RHBG,ENSHGLG00000005998,ortholog_one2one,86.0262,
PPIH,ENSHGLG00000002085,ortholog_one2one,100.0,
DENND5A,ENSHGLG00000013842,ortholog_one2one,97.6006,
GNS,ENSHGLG00000017335,ortholog_one2one,93.3092,
ZNF654,ENSHGLG00000001844,ortholog_one2one,90.1147,
IL17RB,ENSHGLG00000033538,ortholog_one2one,68.5466,
OBSL1,ENSHGLG00000018303,ortholog_one2one,90.0264,
HNRNPR,ENSHGLG00000013025,ortholog_one2one,98.2866,
PALB2,ENSHGLG00000017886,ortholog_one2one,64.9023,
NTN4,ENSHGLG00000003883,ortholog_one2one,93.8525,
TBC1D23,ENSHGLG00000003046,ortholog_one2one,94.8571,
MOGAT2,ENSHGLG00000005337,ortholog_one2one,72.9577,
ZNF202,ENSHGLG00000000728,ortholog_one2one,86.8624,
PKDCC,ENSHGLG00000007285,ortholog_one2one,87.7907,
DOC2A,ENSHGLG00000013063,ortholog_one2one,93.1646,
ENO2,ENSHGLG00000040320,ortholog_one2one,86.5306,
ALG8,ENSHGLG00000019304,ortholog_one2one,90.1141,
RNPC3,ENSHGLG00000001708,ortholog_one2one,91.6828,
APPL2,ENSHGLG00000000778,ortholog_one2one,90.7792,
ACTR8,ENSHGLG00000002016,ortholog_one2one,98.5577,
ZNF385D,ENSHGLG00000008536,ortholog_one2one,90.4535,
TRMT112,ENSHGLG00000011130,ortholog_one2one,56.9444,
ATP13A3,ENSHGLG00000017411,ortholog_one2one,88.6346,
OSBPL5,ENSHGLG00000009680,ortholog_one2one,83.021,
RBMS3,ENSHGLG00000002170,ortholog_one2one,72.0293,
NFYC,ENSHGLG00000003915,ortholog_one2one,99.403,
RSPRY1,ENSHGLG00000012748,ortholog_one2one,89.8305,
PARPBP,ENSHGLG00000008347,ortholog_one2one,76.8166,
PRSS23,ENSHGLG00000047569,ortholog_one2one,86.5196,
ZNF143,ENSHGLG00000006384,ortholog_one2one,98.748,
NEDD1,ENSHGLG00000012733,ortholog_one2one,83.2853,
SLC4A7,ENSHGLG00000002019,ortholog_one2one,95.5343,
PHKB,ENSHGLG00000002597,ortholog_one2one,92.4977,
AAAS,ENSHGLG00000002843,ortholog_one2one,93.0147,
MMP28,ENSHGLG00000040978,ortholog_one2one,68.5393,
DIP2B,ENSHGLG00000006842,ortholog_one2one,98.4762,
RBM45,ENSHGLG00000007342,ortholog_one2one,94.3396,
WDR12,ENSHGLG00000004891,ortholog_one2one,95.2719,
TMEM117,ENSHGLG00000004220,ortholog_one2one,97.6654,
RPL13,ENSHGLG00000036413,ortholog_one2one,87.6404,
PPP1R1A,ENSHGLG00000003378,ortholog_one2one,80.3279,
RPAP3,ENSHGLG00000007537,ortholog_one2one,82.0833,
NDUFB3,ENSHGLG00000035364,ortholog_one2one,82.0,
NTHL1,ENSHGLG00000002461,ortholog_one2one,80.5921,
MTX2,ENSHGLG00000004177,ortholog_one2one,96.9582,
CAPS2,ENSHGLG00000017751,ortholog_one2one,96.0153,
DHX38,ENSHGLG00000013308,ortholog_one2one,94.8248,
CBX3,ENSHGLG00000014772,ortholog_one2one,100.0,
TNK2,ENSHGLG00000017162,ortholog_one2one,89.843,
PGM2L1,ENSHGLG00000010209,ortholog_one2one,90.4025,
CNRIP1,ENSHGLG00000045252,ortholog_one2one,96.3415,
KCNS3,ENSHGLG00000019543,ortholog_one2one,86.5878,
ST3GAL4,ENSHGLG00000046104,ortholog_one2one,83.4254,
MEAK7,ENSHGLG00000012079,ortholog_one2one,62.8131,
GPR35,ENSHGLG00000002761,ortholog_one2one,66.9935,
ELMO1,ENSHGLG00000008190,ortholog_one2one,95.2318,
FAM168B,ENSHGLG00000049252,ortholog_one2one,46.988,
NFYB,ENSHGLG00000008424,ortholog_one2one,87.931,
ATP2A1,ENSHGLG00000013268,ortholog_one2one,94.0653,
ANO6,ENSHGLG00000004355,ortholog_one2one,91.1894,
KLHL18,ENSHGLG00000045094,ortholog_one2one,87.1377,
TCAF1,ENSHGLG00000008982,ortholog_one2one,91.7794,
KIF9,ENSHGLG00000012534,ortholog_one2one,88.2939,
AP5Z1,ENSHGLG00000008267,ortholog_one2one,76.0895,
PTPN18,ENSHGLG00000005084,ortholog_one2one,67.8846,
MYLK3,ENSHGLG00000002008,ortholog_one2one,73.1103,
ZDHHC17,ENSHGLG00000009233,ortholog_one2one,99.3671,
RABEP2,ENSHGLG00000014706,ortholog_one2one,84.1637,
VPS50,ENSHGLG00000001554,ortholog_one2one,96.6805,
CGGBP1,ENSHGLG00000034659,ortholog_one2one,99.4012,
SLC30A6,ENSHGLG00000007024,ortholog_one2one,86.4706,
ADIPOR2,ENSHGLG00000018584,ortholog_one2one,86.6511,
ACAD11,ENSHGLG00000012399,ortholog_one2one,80.292,
TMEM256,ENSHGLG00000018691,ortholog_one2one,89.3805,
ERBB2,ENSHGLG00000010120,ortholog_one2one,89.2259,
SYT17,ENSHGLG00000046414,ortholog_one2one,94.8148,
AUP1,ENSHGLG00000013187,ortholog_one2one,92.6829,
ATF7IP,ENSHGLG00000005472,ortholog_one2one,83.1496,
UBP1,ENSHGLG00000002333,ortholog_one2one,82.0635,
CLCN7,ENSHGLG00000001793,ortholog_one2one,94.6517,
HSPD1,ENSHGLG00000007927,ortholog_one2one,97.0332,
VILL,ENSHGLG00000034627,ortholog_one2one,72.0461,
WNT5B,ENSHGLG00000018867,ortholog_one2one,80.5755,
WIPI1,ENSHGLG00000002208,ortholog_one2one,87.9195,
RAB5B,ENSHGLG00000005995,ortholog_one2one,76.6949,
FAAP100,ENSHGLG00000012377,ortholog_one2one,78.1179,
MDFIC,ENSHGLG00000040491,ortholog_one2one,74.2064,
CEP95,ENSHGLG00000001847,ortholog_one2one,80.2842,
GPNMB,ENSHGLG00000014974,ortholog_one2one,75.1361,
USP5,ENSHGLG00000006008,ortholog_one2one,92.2062,
KLHL10,ENSHGLG00000018732,ortholog_one2one,89.0966,
PCOLCE2,ENSHGLG00000017054,ortholog_one2one,90.3382,
MRPL10,ENSHGLG00000048399,ortholog_one2one,80.1527,
GPRC5C,ENSHGLG00000040767,ortholog_one2one,86.5385,
COPB2,ENSHGLG00000011244,ortholog_one2one,98.7859,
GEMIN6,ENSHGLG00000033104,ortholog_one2one,69.2308,
ZNF853,ENSHGLG00000043485,ortholog_one2one,76.3407,
LTBP1,ENSHGLG00000013628,ortholog_one2one,93.0205,
MIOS,ENSHGLG00000001710,ortholog_one2one,98.2818,
ACKR4,ENSHGLG00000012687,ortholog_one2one,89.1429,
EMP2,ENSHGLG00000050127,ortholog_one2one,78.9157,
IL6,ENSHGLG00000007816,ortholog_one2one,37.6147,
DOK4,ENSHGLG00000013069,ortholog_one2one,99.6933,
POLD2,ENSHGLG00000014784,ortholog_one2one,94.8827,
CFAP251,ENSHGLG00000019047,ortholog_one2one,72.3292,
DGKG,ENSHGLG00000015991,ortholog_one2one,91.9192,
PRMT8,ENSHGLG00000003665,ortholog_one2one,77.5,
TMPRSS13,ENSHGLG00000019043,ortholog_one2one,81.6901,
ESYT1,ENSHGLG00000015748,ortholog_one2one,90.4718,
ADGRG1,ENSHGLG00000013378,ortholog_one2one,81.1348,
HSD17B12,ENSHGLG00000043869,ortholog_one2one,78.0405,
DHX36,ENSHGLG00000017407,ortholog_one2one,90.1865,
BLZF1,ENSHGLG00000003011,ortholog_one2one,77.1242,
TMEM54,ENSHGLG00000014726,ortholog_one2one,67.509,
PPFIA1,ENSHGLG00000013241,ortholog_one2one,92.2652,
IRF2BP2,ENSHGLG00000009866,ortholog_one2one,89.9818,
LRRC8D,ENSHGLG00000005579,ortholog_one2one,97.0863,
ARHGEF19,ENSHGLG00000012640,ortholog_one2one,77.4123,
AHR,ENSHGLG00000006373,ortholog_one2one,76.3743,
DZIP1L,ENSHGLG00000014116,ortholog_one2one,74.092,
ZSCAN25,ENSHGLG00000040144,ortholog_one2one,84.658,
FDPS,ENSHGLG00000005618,ortholog_one2one,64.5418,
STAB1,ENSHGLG00000003794,ortholog_one2one,81.4653,
SFTPB,ENSHGLG00000016430,ortholog_one2one,70.5882,
RARRES2,ENSHGLG00000019267,ortholog_one2one,53.4759,
IFT81,ENSHGLG00000014180,ortholog_one2one,91.4201,
E2F8,ENSHGLG00000008627,ortholog_one2one,79.5503,
IFT56,ENSHGLG00000009066,ortholog_one2one,90.3945,
SYNC,ENSHGLG00000012338,ortholog_one2one,82.0675,
SC5D,ENSHGLG00000044088,ortholog_one2one,77.9553,
TMEM98,ENSHGLG00000015858,ortholog_one2one,96.4602,
GNB1,ENSHGLG00000015579,ortholog_one2one,99.7059,
UEVLD,ENSHGLG00000008452,ortholog_one2one,88.7234,
KBTBD12,ENSHGLG00000000289,ortholog_one2one,92.9374,
GPER1,ENSHGLG00000007436,ortholog_one2one,88.3117,
ARHGDIB,ENSHGLG00000017937,ortholog_one2one,70.2811,
FYCO1,ENSHGLG00000019426,ortholog_one2one,77.6109,
